Stereotype,DistanceFromOrigin,Rank
none,18.425404371732725,1
mediation,16.268649095059633,2
material,5.16806536968365,3
characterization,4.645686770908021,4
componentOf,4.5688802819663055,5
other,4.397952345933422,6
derivation,1.8383925532479297,7
participation,1.7601947722417068,8
memberOf,1.6971351570439235,9
externalDependence,0.6618281717527744,10
instantiation,0.5873004298988387,11
creation,0.517701149202176,12
historicalDependence,0.3869322284535413,13
comparative,0.30977958370233566,14
manifestation,0.29797944425322226,15
bringsAbout,0.2670329656430332,16
subCollectionOf,0.22858374687503025,17
triggers,0.15593357243068764,18
participational,0.1443326379882064,19
subQuantityOf,0.12033239486414071,20
termination,0.04818968508136602,21
