stereotype1,stereotype2,geometric_mean_correlation
category,collective,0.032342987984708395
category,datatype,0.17774837984085287
category,kind,0.06850544126637778
category,mode,0.15007053028831138
category,phase,0.2337908201032788
category,relator,0.08196044219964063
category,role,0.18286711089518584
category,roleMixin,0.04285088052792757
category,subkind,0.06260991517432928
collective,datatype,0.14401106246578468
collective,kind,0.1570866011181293
collective,mode,0.06680477351104966
collective,phase,0.028659334627216305
collective,relator,0.11828698936044252
collective,role,0.043020527542213985
collective,roleMixin,0.07602079267526116
collective,subkind,0.08546786330391047
datatype,kind,0.06788581662636371
datatype,mode,0.06431856105184232
datatype,phase,0.327301721269647
datatype,relator,0.03779209755940968
datatype,role,0.02753382053703043
datatype,roleMixin,0.14032127180626738
datatype,subkind,0.07976150176823533
kind,mode,0.16127631650630464
kind,phase,0.14226712026158295
kind,relator,0.025750510073195905
kind,role,0.07777131801065701
kind,roleMixin,0.10411827386757398
kind,subkind,0.31538770097814445
mode,phase,0.1389655871214845
mode,relator,0.4355378223717601
mode,role,0.3176968983308541
mode,roleMixin,0.022110670643282614
mode,subkind,0.2539861868442974
phase,relator,0.13051983764593786
phase,role,0.11457823922385751
phase,roleMixin,0.21034517378801537
phase,subkind,0.325532068552188
relator,role,0.5276798244121594
relator,roleMixin,0.2160273871008061
relator,subkind,0.1779416064927734
role,roleMixin,0.09851260723035592
role,subkind,0.08283354182155382
roleMixin,subkind,0.08609115959663087
