Percentage,Top k Stereotypes (Occurrence-wise),Coverage (Occurrence-wise),Top k Stereotypes (Group-wise),Coverage (Group-wise)
10.0,2,0.5603994927076728,2,0.30642201834862387
20.0,4,0.7236842105263158,4,0.5064220183486239
30.0,6,0.8663601775523145,6,0.6385321100917432
40.0,8,0.9212111604311984,8,0.7467889908256881
50.0,10,0.9559289790741915,10,0.8311926605504587
60.0,12,0.9727330374128091,12,0.8862385321100917
70.0,14,0.9836715282181357,14,0.9339449541284404
80.0,16,0.9922320862396956,16,0.9706422018348624
90.0,18,0.9976220672162334,18,0.9871559633027523
100.0,21,1.0,21,1.0
