Stereotype,x_value,y_value,quadrant
abstract,0.0082644628099173,0.0011547344110854,Q3
category,0.7107438016528925,0.0993071593533487,Q1
collective,0.2892561983471074,0.0404157043879907,Q1
datatype,0.2148760330578512,0.0300230946882217,Q3
enumeration,0.0661157024793388,0.0092378752886836,Q3
event,0.4380165289256198,0.0612009237875288,Q1
historicalRole,0.0330578512396694,0.0046189376443418,Q3
historicalRoleMixin,0.024793388429752,0.0034642032332563,Q3
kind,0.8347107438016529,0.1166281755196304,Q1
mixin,0.1818181818181818,0.0254041570438799,Q3
mode,0.4793388429752066,0.0669745958429561,Q1
phase,0.3388429752066115,0.0473441108545034,Q1
phaseMixin,0.0661157024793388,0.0092378752886836,Q3
quality,0.3636363636363636,0.0508083140877598,Q1
quantity,0.0991735537190082,0.0138568129330254,Q3
relator,0.7520661157024794,0.1050808314087759,Q1
role,0.6942148760330579,0.0969976905311778,Q1
roleMixin,0.4462809917355372,0.0623556581986143,Q1
situation,0.1735537190082644,0.0242494226327944,Q3
subkind,0.7272727272727273,0.1016166281755196,Q1
type,0.2148760330578512,0.0300230946882217,Q3
