Stereotype,x_value,y_value,quadrant
abstract,0.0082644628099173,0.0082644628099173,Q3
category,4.809917355371901,0.7107438016528925,Q1
collective,1.0909090909090908,0.2892561983471074,Q2
datatype,0.7272727272727273,0.2148760330578512,Q3
enumeration,0.5206611570247934,0.0661157024793388,Q3
event,3.9173553719008254,0.4380165289256198,Q1
historicalRole,0.1900826446280991,0.0330578512396694,Q3
historicalRoleMixin,0.0743801652892562,0.024793388429752,Q3
kind,13.107438016528926,0.8347107438016529,Q1
mixin,0.6942148760330579,0.1818181818181818,Q3
mode,4.487603305785124,0.4793388429752066,Q1
phase,2.743801652892562,0.3388429752066115,Q1
phaseMixin,0.1652892561983471,0.0661157024793388,Q3
quality,2.074380165289256,0.3636363636363636,Q1
quantity,0.3636363636363636,0.0991735537190082,Q3
relator,10.305785123966942,0.7520661157024794,Q1
role,15.24793388429752,0.6942148760330579,Q1
roleMixin,4.760330578512397,0.4462809917355372,Q1
situation,0.6528925619834711,0.1735537190082644,Q3
subkind,16.71900826446281,0.7272727272727273,Q1
type,1.7603305785123966,0.2148760330578512,Q4
