stereotype,total_correlation,rank
category,4.194273197269951,7
datatype,1.8804952727708661,22
event,3.9328233943564594,10
kind,4.481994577325484,3
mode,3.2144964389080215,17
phase,2.9872341041897146,18
quality,3.6755053981757273,13
relator,4.066472467960455,9
role,3.6619378720637874,14
roleMixin,3.552685618805719,15
subkind,3.7396642722260767,12
type,5.459555516867712,1
none_c,1.7058383212512802,23
characterization,4.456191343063283,4
componentOf,3.7627385300170593,11
derivation,2.937277110526894,19
externalDependence,4.280961510883435,6
instantiation,5.288228299970834,2
material,3.538210026999897,16
mediation,4.071900796799621,8
participation,4.427430994342461,5
none_r,2.311687607332027,20
other_r,2.0811883552334653,21
