Percentage,Top k Stereotypes (Occurrence-wise),Coverage (Occurrence-wise),Top k Stereotypes (Group-wise),Coverage (Group-wise)
10.0,4,0.43152639087018546,4,0.2510822510822511
20.0,8,0.6112696148359487,8,0.45995670995670995
30.0,13,0.7637303851640513,13,0.6298701298701299
40.0,17,0.8507489300998573,17,0.7316017316017316
50.0,22,0.9140513552068473,22,0.8246753246753247
60.0,26,0.9481098430813124,26,0.8852813852813853
70.0,30,0.9720042796005706,30,0.935064935064935
80.0,35,0.9916191155492154,35,0.9783549783549783
90.0,39,0.9989300998573466,39,0.9945887445887446
100.0,44,1.0,44,1.0
