year,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,formal,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers,none,other
2005,0.0,0.006097560975609756,0.0,0.006097560975609756,0.0,0.006097560975609756,0.0,0.006097560975609756,0.0,0.0,0.0,0.006097560975609756,0.006097560975609756,0.006097560975609756,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560975609756,0.0
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560975609756,0.0
2011,0.0,0.0,0.0,0.006097560975609756,0.0,0.0,0.0,0.006097560975609756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,0.0,0.0,0.0,0.0,0.0,0.006097560975609756,0.0,0.006097560975609756,0.0,0.0,0.0,0.012195121951219513,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012195121951219513,0.0
2013,0.0,0.0,0.0,0.006097560975609756,0.0,0.006097560975609756,0.0,0.006097560975609756,0.0,0.0,0.0,0.006097560975609756,0.006097560975609756,0.012195121951219513,0.0,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,0.0
2014,0.0,0.0,0.0,0.006097560975609756,0.0,0.006097560975609756,0.0,0.0,0.0,0.0,0.0,0.006097560975609756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012195121951219513,0.0
2015,0.0,0.036585365853658534,0.0,0.036585365853658534,0.0,0.024390243902439025,0.006097560975609756,0.03048780487804878,0.0,0.0,0.0,0.03048780487804878,0.042682926829268296,0.03048780487804878,0.0,0.0,0.012195121951219513,0.012195121951219513,0.0,0.0,0.042682926829268296,0.03048780487804878
2016,0.0,0.018292682926829267,0.006097560975609756,0.006097560975609756,0.0,0.0,0.006097560975609756,0.012195121951219513,0.0,0.0,0.0,0.006097560975609756,0.018292682926829267,0.012195121951219513,0.006097560975609756,0.0,0.0,0.0,0.0,0.0,0.018292682926829267,0.006097560975609756
2017,0.0,0.006097560975609756,0.0,0.012195121951219513,0.0,0.006097560975609756,0.0,0.0,0.0,0.0,0.0,0.03048780487804878,0.006097560975609756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04878048780487805,0.012195121951219513
2018,0.006097560975609756,0.024390243902439025,0.0,0.018292682926829267,0.0,0.006097560975609756,0.006097560975609756,0.006097560975609756,0.006097560975609756,0.006097560975609756,0.006097560975609756,0.018292682926829267,0.036585365853658534,0.012195121951219513,0.006097560975609756,0.0,0.0,0.0,0.0,0.006097560975609756,0.054878048780487805,0.006097560975609756
