Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
bringsAbout,3,0.07692307692307693,1,0.02564102564102564,0.0008349568605622043,0.006097560975609756
characterization,176,4.512820512820513,15,0.38461538461538464,0.04898413581964932,0.09146341463414634
comparative,15,0.38461538461538464,1,0.02564102564102564,0.004174784302811021,0.006097560975609756
componentOf,328,8.41025641025641,16,0.41025641025641024,0.091288616754801,0.0975609756097561
creation,0,0.0,0,0.0,0.0,0.0
derivation,119,3.051282051282051,10,0.2564102564102564,0.033119955468967434,0.06097560975609756
externalDependence,10,0.2564102564102564,3,0.07692307692307693,0.0027831895352073478,0.018292682926829267
formal,319,8.179487179487179,12,0.3076923076923077,0.0887837461731144,0.07317073170731707
historicalDependence,5,0.1282051282051282,1,0.02564102564102564,0.0013915947676036739,0.006097560975609756
instantiation,2,0.05128205128205128,1,0.02564102564102564,0.0005566379070414695,0.006097560975609756
manifestation,3,0.07692307692307693,1,0.02564102564102564,0.0008349568605622043,0.006097560975609756
material,312,8.0,19,0.48717948717948717,0.08683551349846924,0.11585365853658537
mediation,1342,34.41025641025641,21,0.5384615384615384,0.37350403562482604,0.12804878048780488
memberOf,134,3.4358974358974357,12,0.3076923076923077,0.03729473977177846,0.07317073170731707
participation,15,0.38461538461538464,2,0.05128205128205128,0.004174784302811021,0.012195121951219513
participational,0,0.0,0,0.0,0.0,0.0
subCollectionOf,19,0.48717948717948717,4,0.10256410256410256,0.0052880601168939605,0.024390243902439025
subQuantityOf,3,0.07692307692307693,2,0.05128205128205128,0.0008349568605622043,0.012195121951219513
termination,0,0.0,0,0.0,0.0,0.0
triggers,2,0.05128205128205128,1,0.02564102564102564,0.0005566379070414695,0.006097560975609756
none,735,18.846153846153847,33,0.8461538461538461,0.20456443083774006,0.20121951219512196
other,51,1.3076923076923077,9,0.23076923076923078,0.014194266629557473,0.054878048780487805
