Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
bringsAbout,0.0,0.0,0.0,17,Q3
characterization,0.04898413581964932,0.38461538461538464,0.3877221165278531,5,Q1
comparative,0.004174784302811021,0.02564102564102564,0.025978664705845287,9,Q1
componentOf,0.0,0.0,0.0,17,Q3
creation,0.0,0.0,0.0,17,Q3
derivation,0.033119955468967434,0.2564102564102564,0.2585404243878311,7,Q1
externalDependence,0.0,0.0,0.0,17,Q3
formal,0.0887837461731144,0.3076923076923077,0.3202453899708,6,Q1
historicalDependence,0.0,0.0,0.0,17,Q3
instantiation,0.0005566379070414695,0.02564102564102564,0.025647066921644077,11,Q1
manifestation,0.0008349568605622043,0.02564102564102564,0.025654616521841332,10,Q1
material,0.08683551349846924,0.48717948717948717,0.49485781708790955,4,Q1
mediation,0.37350403562482604,0.5384615384615384,0.6553213662245404,2,Q1
memberOf,0.0,0.0,0.0,17,Q3
participation,0.004174784302811021,0.05128205128205128,0.051451701698485494,8,Q1
participational,0.0,0.0,0.0,17,Q3
subCollectionOf,0.0,0.0,0.0,17,Q3
subQuantityOf,0.0,0.0,0.0,17,Q3
termination,0.0,0.0,0.0,17,Q3
triggers,0.0005566379070414695,0.02564102564102564,0.025647066921644077,11,Q1
none,0.20456443083774006,0.8461538461538461,0.8705302623831725,1,Q1
other,0.15391038129696633,0.5897435897435898,0.6094964373272687,3,Q1
