Stereotype,DistanceFromOrigin,Rank
mediation,0.5823995770855053,1
material,0.22760017324792645,2
componentOf,0.20402236801963525,3
characterization,0.14666830770739342,4
memberOf,0.13086642732681705,5
derivation,0.11709519748550007,6
subCollectionOf,0.04827698447267083,7
externalDependence,0.02404327309757997,8
subQuantityOf,0.02384253327603278,9
comparative,0.013455392248846414,10
participation,0.012021636548789977,11
bringsAbout,0.0,12
historicalDependence,0.0,12
manifestation,0.0,12
instantiation,0.0,12
creation,0.0,12
participational,0.0,12
termination,0.0,12
triggers,0.0,12
