Stereotype,DistanceFromOrigin,Rank
mediation,1326.0848389149164,1
componentOf,318.2656123428983,2
material,298.4292210893565,3
characterization,158.38244852255568,4
memberOf,130.38404810405297,5
derivation,113.35784048754634,6
subCollectionOf,19.4164878389476,7
comparative,15.033296378372908,8
externalDependence,8.246211251235321,9
participation,4.123105625617661,10
subQuantityOf,3.605551275463989,11
bringsAbout,0.0,12
historicalDependence,0.0,12
manifestation,0.0,12
instantiation,0.0,12
creation,0.0,12
participational,0.0,12
termination,0.0,12
triggers,0.0,12
