Stereotype,DistanceFromOrigin,Rank
material,16.009509659086245,1
mediation,15.008915305393353,2
componentOf,13.007726598007572,3
characterization,11.006537890621793,4
memberOf,10.005943536928902,5
derivation,9.005349183236012,6
subCollectionOf,4.002377414771561,7
externalDependence,2.0011887073857806,8
subQuantityOf,2.0011887073857806,8
participation,1.0005943536928903,9
comparative,1.0005943536928903,9
bringsAbout,0.0,10
historicalDependence,0.0,10
manifestation,0.0,10
instantiation,0.0,10
creation,0.0,10
participational,0.0,10
termination,0.0,10
triggers,0.0,10
