Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.0006565988181221273,0.022727272727272728,0.022736755433170188,15,Q3
category,0.03282994090610637,0.36363636363636365,0.3651153379119756,7,Q1
collective,0.04333552199606041,0.6136363636363636,0.6151646562047681,5,Q1
datatype,0.024294156270518712,0.20454545454545456,0.20598312795979917,9,Q1
enumeration,0.0026263952724885093,0.022727272727272728,0.022878524378709058,14,Q3
event,0.0,0.0,0.0,20,Q3
historicalRole,0.0,0.0,0.0,20,Q3
historicalRoleMixin,0.0,0.0,0.0,20,Q3
kind,0.22455679579776758,0.9772727272727273,1.0027401148902115,1,Q1
mixin,0.0026263952724885093,0.06818181818181818,0.06823238441316455,12,Q2
mode,0.013788575180564675,0.18181818181818182,0.18234027543354075,10,Q1
phase,0.06106369008535785,0.45454545454545453,0.4586287654462752,6,Q1
phaseMixin,0.0,0.0,0.0,20,Q3
quality,0.011818778726198293,0.06818181818181818,0.06919858279731854,11,Q1
quantity,0.0006565988181221273,0.022727272727272728,0.022736755433170188,15,Q3
relator,0.15036112934996718,0.9090909090909091,0.9214416694566906,3,Q1
role,0.2298095863427446,0.9090909090909091,0.9376879688717131,2,Q1
roleMixin,0.020354563361785948,0.29545454545454547,0.2961548525339422,8,Q1
situation,0.0,0.0,0.0,20,Q3
subkind,0.17728168089297439,0.7727272727272727,0.7928027701747562,4,Q1
type,0.003939592908732764,0.045454545454545456,0.045624950353571635,13,Q4
none,0.0,0.0,0.0,20,Q3
other,0.0,0.0,0.0,20,Q3
