Stereotype Pair,Jaccard Similarity,Dice Coefficient
"('bringsAbout', 'characterization')",0.1,0.18181818181818182
"('bringsAbout', 'comparative')",0.0,0.0
"('bringsAbout', 'componentOf')",0.0,0.0
"('bringsAbout', 'creation')",0.0,0.0
"('bringsAbout', 'derivation')",0.0,0.0
"('bringsAbout', 'externalDependence')",0.5,0.6666666666666666
"('bringsAbout', 'historicalDependence')",1.0,1.0
"('bringsAbout', 'instantiation')",1.0,1.0
"('bringsAbout', 'manifestation')",1.0,1.0
"('bringsAbout', 'material')",0.0,0.0
"('bringsAbout', 'mediation')",0.07142857142857142,0.13333333333333333
"('bringsAbout', 'memberOf')",0.0,0.0
"('bringsAbout', 'participation')",0.5,0.6666666666666666
"('bringsAbout', 'participational')",0.0,0.0
"('bringsAbout', 'subCollectionOf')",0.0,0.0
"('bringsAbout', 'subQuantityOf')",0.0,0.0
"('bringsAbout', 'termination')",0.0,0.0
"('bringsAbout', 'triggers')",1.0,1.0
"('characterization', 'comparative')",0.0,0.0
"('characterization', 'componentOf')",0.25,0.4
"('characterization', 'creation')",0.0,0.0
"('characterization', 'derivation')",0.23076923076923078,0.375
"('characterization', 'externalDependence')",0.2,0.3333333333333333
"('characterization', 'historicalDependence')",0.1,0.18181818181818182
"('characterization', 'instantiation')",0.1,0.18181818181818182
"('characterization', 'manifestation')",0.1,0.18181818181818182
"('characterization', 'material')",0.15,0.2608695652173913
"('characterization', 'mediation')",0.6,0.75
"('characterization', 'memberOf')",0.23076923076923078,0.375
"('characterization', 'participation')",0.2,0.3333333333333333
"('characterization', 'participational')",0.0,0.0
"('characterization', 'subCollectionOf')",0.0,0.0
"('characterization', 'subQuantityOf')",0.0,0.0
"('characterization', 'termination')",0.0,0.0
"('characterization', 'triggers')",0.1,0.18181818181818182
"('comparative', 'componentOf')",0.0,0.0
"('comparative', 'creation')",0.0,0.0
"('comparative', 'derivation')",0.0,0.0
"('comparative', 'externalDependence')",0.0,0.0
"('comparative', 'historicalDependence')",0.0,0.0
"('comparative', 'instantiation')",0.0,0.0
"('comparative', 'manifestation')",0.0,0.0
"('comparative', 'material')",0.0,0.0
"('comparative', 'mediation')",0.0,0.0
"('comparative', 'memberOf')",0.0,0.0
"('comparative', 'participation')",0.0,0.0
"('comparative', 'participational')",0.0,0.0
"('comparative', 'subCollectionOf')",0.0,0.0
"('comparative', 'subQuantityOf')",0.0,0.0
"('comparative', 'termination')",0.0,0.0
"('comparative', 'triggers')",0.0,0.0
"('componentOf', 'creation')",0.0,0.0
"('componentOf', 'derivation')",0.23076923076923078,0.375
"('componentOf', 'externalDependence')",0.0,0.0
"('componentOf', 'historicalDependence')",0.0,0.0
