Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
bringsAbout,0.01,0.030303030303030304,0.031910400272424866,11,Q2
characterization,0.15333333333333332,0.30303030303030304,0.33961518762527154,3,Q1
comparative,0.0,0.0,0.0,17,Q3
componentOf,0.13666666666666666,0.30303030303030304,0.33242313748055363,4,Q1
creation,0.0,0.0,0.0,17,Q3
derivation,0.07,0.18181818181818182,0.19482774761226754,5,Q1
externalDependence,0.02666666666666667,0.06060606060606061,0.06621333470907959,8,Q1
historicalDependence,0.016666666666666666,0.030303030303030304,0.03458397639549493,10,Q1
instantiation,0.006666666666666667,0.030303030303030304,0.03102769875435201,13,Q2
manifestation,0.01,0.030303030303030304,0.031910400272424866,11,Q2
material,0.17,0.3939393939393939,0.42905506184793696,2,Q1
mediation,0.2866666666666667,0.45454545454545453,0.5373912429745312,1,Q1
memberOf,0.03333333333333333,0.18181818181818182,0.18484848484848485,6,Q1
participation,0.05,0.06060606060606061,0.07856904340887377,7,Q1
participational,0.0,0.0,0.0,17,Q3
subCollectionOf,0.023333333333333334,0.06060606060606061,0.06494258253742252,9,Q1
subQuantityOf,0.0,0.0,0.0,17,Q3
termination,0.0,0.0,0.0,17,Q3
triggers,0.006666666666666667,0.030303030303030304,0.03102769875435201,13,Q2
