Stereotype,x_value,y_value,quadrant
abstract,0.0108695652173913,0.0014880952380952,Q3
category,3.2282608695652173,0.0982142857142857,Q1
collective,0.7282608695652174,0.0386904761904761,Q2
datatype,0.8478260869565217,0.0297619047619047,Q4
enumeration,0.4347826086956521,0.0074404761904761,Q3
event,3.760869565217391,0.0610119047619047,Q1
historicalRole,0.25,0.0059523809523809,Q3
historicalRoleMixin,0.0978260869565217,0.0044642857142857,Q3
kind,9.91304347826087,0.1145833333333333,Q1
mixin,0.1847826086956521,0.0208333333333333,Q3
mode,2.880434782608696,0.0684523809523809,Q1
phase,2.141304347826087,0.0491071428571428,Q1
phaseMixin,0.217391304347826,0.0119047619047619,Q3
quality,2.630434782608696,0.0625,Q1
quantity,0.1195652173913043,0.0104166666666666,Q3
relator,3.717391304347826,0.1056547619047619,Q1
role,4.445652173913044,0.0922619047619047,Q1
roleMixin,2.880434782608696,0.0595238095238095,Q1
situation,0.7391304347826086,0.025297619047619,Q3
subkind,10.945652173913045,0.1026785714285714,Q1
type,0.8369565217391305,0.0297619047619047,Q3
