Stereotype,x_value,y_value,quadrant
abstract,0.0002130833155763,0.0014880952380952,Q3
category,0.0632857447261879,0.0982142857142857,Q1
collective,0.0142765821436181,0.0386904761904761,Q2
datatype,0.0166204986149584,0.0297619047619047,Q4
enumeration,0.0085233326230556,0.0074404761904761,Q3
event,0.073726827189431,0.0610119047619047,Q1
historicalRole,0.0049009162582569,0.0059523809523809,Q3
historicalRoleMixin,0.0019177498401875,0.0044642857142857,Q3
kind,0.194331983805668,0.1145833333333333,Q1
mixin,0.0036224163647986,0.0208333333333333,Q3
mode,0.0564670786277434,0.0684523809523809,Q1
phase,0.0419774131685489,0.0491071428571428,Q1
phaseMixin,0.0042616663115278,0.0119047619047619,Q3
quality,0.0515661623694864,0.0625,Q1
quantity,0.0023439164713402,0.0104166666666666,Q3
relator,0.0728744939271255,0.1056547619047619,Q1
role,0.0871510760707436,0.0922619047619047,Q1
roleMixin,0.0564670786277434,0.0595238095238095,Q1
situation,0.0144896654591945,0.025297619047619,Q3
subkind,0.2145748987854251,0.1026785714285714,Q1
type,0.016407415299382,0.0297619047619047,Q3
