year,category,period,predicted,slope,intercept
2015,none (occurrence),2015-2018,27.085598459510948,15.5289449680754,-31263.73851221242
2016,none (occurrence),2015-2018,42.614543427585886,15.5289449680754,-31263.73851221242
2017,none (occurrence),2015-2018,58.143488395660825,15.5289449680754,-31263.73851221242
2018,none (occurrence),2015-2018,73.67243336373576,15.5289449680754,-31263.73851221242
2015,none (model-wise),2015-2018,29.63008463008464,-0.6319956319956299,1303.101283101279
2016,none (model-wise),2015-2018,28.998088998089088,-0.6319956319956299,1303.101283101279
2017,none (model-wise),2015-2018,28.366093366093537,-0.6319956319956299,1303.101283101279
2018,none (model-wise),2015-2018,27.73409773409776,-0.6319956319956299,1303.101283101279
2015,other (occurrence),2015-2018,23.699827708524026,-6.574217087260563,13270.747258538559
2016,other (occurrence),2015-2018,17.12561062126224,-6.574217087260563,13270.747258538559
2017,other (occurrence),2015-2018,10.551393534002273,-6.574217087260563,13270.747258538559
2018,other (occurrence),2015-2018,3.9771764467423054,-6.574217087260563,13270.747258538559
2015,other (model-wise),2015-2018,15.0805350805349,-2.4187824187824187,4888.927108927109
2016,other (model-wise),2015-2018,12.661752661752871,-2.4187824187824187,4888.927108927109
2017,other (model-wise),2015-2018,10.242970242969932,-2.4187824187824187,4888.927108927109
2018,other (model-wise),2015-2018,7.824187824187902,-2.4187824187824187,4888.927108927109
