year,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers,none,other
2005,0.0,0.04,0.0,0.16,0.0,0.08,0.0,0.0,0.0,0.0,0.08,0.24,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.2
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2011,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143
2012,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.13333333333333333,0.2833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.08333333333333333
2013,0.0,0.0,0.0,0.3333333333333333,0.0,0.06060606060606061,0.0,0.0,0.0,0.0,0.06060606060606061,0.12121212121212122,0.12121212121212122,0.0,0.0,0.21212121212121213,0.0,0.0,0.0,0.0,0.09090909090909091
2014,0.0,0.0,0.0,0.11538461538461539,0.0,0.19230769230769232,0.0,0.0,0.0,0.0,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2015,0.0,0.15151515151515152,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30303030303030304,0.13636363636363635
2016,0.0,0.14,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.14,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.27,0.34
2017,0.0,0.008,0.0,0.005333333333333333,0.0,0.010666666666666666,0.0,0.0,0.0,0.0,0.05333333333333334,0.029333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.05333333333333334
2018,0.010869565217391304,0.06521739130434782,0.0,0.036231884057971016,0.0,0.021739130434782608,0.007246376811594203,0.018115942028985508,0.007246376811594203,0.010869565217391304,0.050724637681159424,0.057971014492753624,0.014492753623188406,0.03985507246376811,0.0,0.0,0.0,0.0,0.007246376811594203,0.644927536231884,0.007246376811594203
