Stereotype,Shannon Entropy,Gini Coefficient,Simpson Index
bringsAbout,0.0,0.967741935483871,1.0
characterization,2.9860666749329456,0.7994389901823282,0.14650283553875237
comparative,0.0,0.0,0.0
componentOf,2.925783982953211,0.8088119590873328,0.16121356335514575
creation,0.0,0.0,0.0
derivation,2.4342500103719353,0.8540706605222734,0.2018140589569161
externalDependence,0.8112781215737428,0.9516129032258065,0.625
historicalDependence,0.0,0.967741935483871,1.0
instantiation,0.0,0.967741935483871,1.0
manifestation,0.0,0.967741935483871,1.0
material,3.394136827286502,0.7273877292852625,0.1134179161860823
mediation,3.500573835158643,0.7112903225806452,0.1028125
memberOf,2.446439336014845,0.8516129032258064,0.20000000000000004
participation,0.8366407390557772,0.9505376344086022,0.6088888888888888
participational,0.0,0.0,0.0
subCollectionOf,0.863120565681241,0.9493087557603687,0.5918367346938775
subQuantityOf,0.0,0.0,0.0
termination,0.0,0.0,0.0
triggers,0.0,0.967741935483871,1.0
none,4.325174497001038,0.4857558296084873,0.0621096373755926
other,2.8395034341371375,0.8223863194714341,0.17927130207577296
