Stereotype,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers
bringsAbout,0.1390607984547411,0.13906079845474112,0.0,0.011936961526895176,0.0,0.006604099490568852,0.1390607984547415,0.1390607984547411,0.1390607984547411,0.1390607984547411,0.01498877136357038,0.06876890537738996,0.006604099490568852,0.1390607984547415,0.0,0.002050099071712941,0.0,0.0,0.1390607984547411
characterization,0.13906079845474112,1.254000818545891,0.0,0.5152034929819395,0.0,0.29538482200587246,0.2771133574914562,0.13906079845474112,0.13906079845474112,0.13906079845474112,0.34549094536555436,0.7537108204630989,0.29538482200587235,0.2771133574914562,0.0,0.02435434177885812,0.0,0.0,0.13906079845474112
comparative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
componentOf,0.011936961526895176,0.5152034929819395,0.0,1.2106791197608946,0.0,0.33870652079086905,0.024354341778858146,0.011936961526895176,0.011936961526895176,0.011936961526895176,0.4698838986008307,0.4022513550763437,0.29538482200587235,0.024354341778858146,0.0,0.14998952056361026,0.0,0.0,0.011936961526895176
creation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
derivation,0.006604099490568852,0.29538482200587246,0.0,0.33870652079086905,0.0,0.715537563594637,0.013450293109960876,0.006604099490568852,0.006604099490568852,0.006604099490568852,0.550706287346802,0.40488586514447344,0.09043091107338984,0.013450293109960876,0.0,0.08498345524964455,0.0,0.0,0.006604099490568852
externalDependence,0.1390607984547415,0.2771133574914562,0.0,0.024354341778858146,0.0,0.013450293109960876,0.2771133574914558,0.1390607984547415,0.1390607984547415,0.1390607984547415,0.030614800336804082,0.14714826113646637,0.08498345524964458,0.2771133574914558,0.0,0.004169758586488381,0.0,0.0,0.1390607984547415
historicalDependence,0.1390607984547411,0.13906079845474112,0.0,0.011936961526895176,0.0,0.006604099490568852,0.1390607984547415,0.1390607984547411,0.1390607984547411,0.1390607984547411,0.01498877136357038,0.06876890537738996,0.006604099490568852,0.1390607984547415,0.0,0.002050099071712941,0.0,0.0,0.1390607984547411
instantiation,0.1390607984547411,0.13906079845474112,0.0,0.011936961526895176,0.0,0.006604099490568852,0.1390607984547415,0.1390607984547411,0.1390607984547411,0.1390607984547411,0.01498877136357038,0.06876890537738996,0.006604099490568852,0.1390607984547415,0.0,0.002050099071712941,0.0,0.0,0.1390607984547411
manifestation,0.1390607984547411,0.13906079845474112,0.0,0.011936961526895176,0.0,0.006604099490568852,0.1390607984547415,0.1390607984547411,0.1390607984547411,0.1390607984547411,0.01498877136357038,0.06876890537738996,0.006604099490568852,0.1390607984547415,0.0,0.002050099071712941,0.0,0.0,0.1390607984547411
material,0.01498877136357038,0.34549094536555436,0.0,0.4698838986008307,0.0,0.550706287346802,0.030614800336804082,0.01498877136357038,0.01498877136357038,0.01498877136357038,1.2389336559480189,0.5335007933261031,0.08101948198809045,0.030614800336804082,0.0,0.0748534517224436,0.0,0.0,0.01498877136357038
mediation,0.06876890537738996,0.7537108204630989,0.0,0.4022513550763437,0.0,0.40488586514447344,0.14714826113646637,0.06876890537738996,0.06876890537738996,0.06876890537738996,0.5335007933261031,1.4925081460270506,0.2283168325136052,0.14714826113646637,0.0,0.11494143079648518,0.0,0.0,0.06876890537738996
memberOf,0.006604099490568852,0.29538482200587235,0.0,0.29538482200587235,0.0,0.09043091107338984,0.08498345524964458,0.006604099490568852,0.006604099490568852,0.006604099490568852,0.08101948198809045,0.2283168325136052,0.6722158648096405,0.08498345524964458,0.0,0.23379165870645924,0.0,0.0,0.006604099490568852
participation,0.1390607984547415,0.2771133574914562,0.0,0.024354341778858146,0.0,0.013450293109960876,0.2771133574914558,0.1390607984547415,0.1390607984547415,0.1390607984547415,0.030614800336804082,0.14714826113646637,0.08498345524964458,0.2771133574914558,0.0,0.004169758586488381,0.0,0.0,0.1390607984547415
participational,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subCollectionOf,0.002050099071712941,0.02435434177885812,0.0,0.14998952056361026,0.0,0.08498345524964455,0.004169758586488381,0.002050099071712941,0.002050099071712941,0.002050099071712941,0.0748534517224436,0.11494143079648518,0.23379165870645924,0.004169758586488381,0.0,0.2771133574914558,0.0,0.0,0.002050099071712941
subQuantityOf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
termination,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triggers,0.1390607984547411,0.13906079845474112,0.0,0.011936961526895176,0.0,0.006604099490568852,0.1390607984547415,0.1390607984547411,0.1390607984547411,0.1390607984547411,0.01498877136357038,0.06876890537738996,0.006604099490568852,0.1390607984547415,0.0,0.002050099071712941,0.0,0.0,0.1390607984547411
