stereotype,total_correlation,rank
category,5.125502363576909,8
collective,5.303178280208662,7
datatype,3.8454864657931864,22
enumeration,2.747447468639921,25
event,4.523619996514842,13
kind,4.7816568968366555,10
mixin,5.683303770003536,3
mode,5.357640011205497,6
phase,4.282294561240844,16
quality,3.565188204765594,24
quantity,5.727427827744214,2
relator,4.0211721882342735,18
role,3.8592788781853056,21
situation,3.970344670337246,20
subkind,3.9810067640329816,19
type,4.762784126329769,11
none_c,3.619008915407931,23
other_c,4.447648492457432,15
characterization,6.2356906248594814,1
derivation,5.04771539491068,9
formal,4.642631749337766,12
material,5.372004322028315,5
mediation,5.381855348324173,4
none_r,4.126253078179942,17
other_r,4.508091321735902,14
