Percentage,Top k Stereotypes (Occurrence-wise),Coverage (Occurrence-wise),Top k Stereotypes (Group-wise),Coverage (Group-wise)
10.0,4,0.49436459518147036,4,0.2695852534562212
20.0,9,0.7458380725881502,9,0.5276497695852534
30.0,13,0.8663013132044256,13,0.6751152073732719
40.0,18,0.9428187364284976,18,0.804147465437788
50.0,22,0.9766311653396753,22,0.8847926267281107
60.0,27,0.9916244442146623,27,0.9516129032258065
70.0,31,0.9971047461482784,31,0.9815668202764977
80.0,36,0.9995863923068969,36,0.9953917050691244
90.0,40,1.0,40,1.0
100.0,45,1.0,45,1.0
