Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
abstract,0,0.0,0,0.0,0.0,0.0
category,7,2.3333333333333335,2,0.6666666666666666,0.035175879396984924,0.0625
collective,1,0.3333333333333333,1,0.3333333333333333,0.005025125628140704,0.03125
datatype,1,0.3333333333333333,1,0.3333333333333333,0.005025125628140704,0.03125
enumeration,5,1.6666666666666667,1,0.3333333333333333,0.02512562814070352,0.03125
event,3,1.0,1,0.3333333333333333,0.01507537688442211,0.03125
historicalRole,0,0.0,0,0.0,0.0,0.0
historicalRoleMixin,0,0.0,0,0.0,0.0,0.0
kind,25,8.333333333333334,3,1.0,0.12562814070351758,0.09375
mixin,1,0.3333333333333333,1,0.3333333333333333,0.005025125628140704,0.03125
mode,3,1.0,1,0.3333333333333333,0.01507537688442211,0.03125
phase,0,0.0,0,0.0,0.0,0.0
phaseMixin,0,0.0,0,0.0,0.0,0.0
quality,2,0.6666666666666666,1,0.3333333333333333,0.010050251256281407,0.03125
quantity,6,2.0,1,0.3333333333333333,0.03015075376884422,0.03125
relator,6,2.0,1,0.3333333333333333,0.03015075376884422,0.03125
role,5,1.6666666666666667,2,0.6666666666666666,0.02512562814070352,0.0625
roleMixin,0,0.0,0,0.0,0.0,0.0
situation,4,1.3333333333333333,1,0.3333333333333333,0.020100502512562814,0.03125
subkind,23,7.666666666666667,2,0.6666666666666666,0.11557788944723618,0.0625
type,0,0.0,0,0.0,0.0,0.0
none_c,0,0.0,0,0.0,0.0,0.0
other_c,2,0.6666666666666666,1,0.3333333333333333,0.010050251256281407,0.03125
bringsAbout,0,0.0,0,0.0,0.0,0.0
characterization,4,1.3333333333333333,2,0.6666666666666666,0.020100502512562814,0.0625
comparative,0,0.0,0,0.0,0.0,0.0
componentOf,3,1.0,1,0.3333333333333333,0.01507537688442211,0.03125
creation,0,0.0,0,0.0,0.0,0.0
derivation,6,2.0,1,0.3333333333333333,0.03015075376884422,0.03125
externalDependence,0,0.0,0,0.0,0.0,0.0
historicalDependence,0,0.0,0,0.0,0.0,0.0
instantiation,0,0.0,0,0.0,0.0,0.0
manifestation,0,0.0,0,0.0,0.0,0.0
material,13,4.333333333333333,2,0.6666666666666666,0.06532663316582915,0.0625
mediation,2,0.6666666666666666,1,0.3333333333333333,0.010050251256281407,0.03125
memberOf,0,0.0,0,0.0,0.0,0.0
participation,0,0.0,0,0.0,0.0,0.0
participational,0,0.0,0,0.0,0.0,0.0
subCollectionOf,0,0.0,0,0.0,0.0,0.0
subQuantityOf,0,0.0,0,0.0,0.0,0.0
termination,0,0.0,0,0.0,0.0,0.0
triggers,0,0.0,0,0.0,0.0,0.0
none_r,67,22.333333333333332,3,1.0,0.33668341708542715,0.09375
other_r,10,3.3333333333333335,2,0.6666666666666666,0.05025125628140704,0.0625
