Stereotype,x_value,y_value,quadrant
abstract,1,0.0082644628099173,Q3
category,582,0.7107438016528925,Q1
collective,132,0.2892561983471074,Q2
datatype,88,0.2148760330578512,Q3
enumeration,63,0.0661157024793388,Q3
event,474,0.4380165289256198,Q1
historicalRole,23,0.0330578512396694,Q3
historicalRoleMixin,9,0.024793388429752,Q3
kind,1586,0.8347107438016529,Q1
mixin,84,0.1818181818181818,Q3
mode,543,0.4793388429752066,Q1
phase,332,0.3388429752066115,Q1
phaseMixin,20,0.0661157024793388,Q3
quality,251,0.3636363636363636,Q1
quantity,44,0.0991735537190082,Q3
relator,1247,0.7520661157024794,Q1
role,1845,0.6942148760330579,Q1
roleMixin,576,0.4462809917355372,Q1
situation,79,0.1735537190082644,Q3
subkind,2023,0.7272727272727273,Q1
type,213,0.2148760330578512,Q4
