Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
bringsAbout,0.008768585589020206,0.1388888888888889,0.1391654107528954,15,Q3
characterization,0.09912314144109798,0.625,0.6328115020834814,3,Q1
comparative,0.004956157072054899,0.05555555555555555,0.05577618888028564,17,Q3
componentOf,0.04460541364849409,0.3055555555555556,0.30879417167041456,6,Q1
creation,0.012962256957682043,0.19444444444444445,0.19487601720259376,12,Q2
derivation,0.02173084254670225,0.3333333333333333,0.33404092657771844,5,Q1
externalDependence,0.024018299656881435,0.25,0.25115110734059637,8,Q1
historicalDependence,0.011437285550895921,0.18055555555555555,0.18091744012877264,13,Q3
instantiation,0.023255813953488372,0.19444444444444445,0.19583021947071375,10,Q1
manifestation,0.01181852840259245,0.1527777777777778,0.15323422266686687,14,Q3
material,0.0857796416317194,0.4027777777777778,0.41181073952736,4,Q1
mediation,0.14372855508959206,0.6805555555555556,0.6955672230242543,2,Q1
memberOf,0.013724742661075104,0.19444444444444445,0.19492821893307644,11,Q1
participation,0.0385055280213496,0.3055555555555556,0.307972195529186,7,Q1
participational,0.0007624857033930614,0.027777777777777776,0.02778824072731996,19,Q3
subCollectionOf,0.0,0.0,0.0,20,Q3
subQuantityOf,0.0,0.0,0.0,20,Q3
termination,0.001143728555089592,0.027777777777777776,0.027801313876853594,18,Q3
triggers,0.004956157072054899,0.1111111111111111,0.11122159190224062,16,Q3
none,0.40182996568814333,0.8611111111111112,0.9502524227824662,1,Q1
other,0.04689287075867327,0.2361111111111111,0.24072265809041135,9,Q1
