Stereotype,Frequency,Rank,Cumulative Frequency,Cumulative Percentage
none_r,1798,1,1798,11.607488702388638
role,1758,2,3556,22.956746287927697
mediation,1737,3,5293,34.17043253712072
subkind,1594,4,6887,44.4609425435765
kind,1218,5,8105,52.32408005164623
relator,1162,6,9267,59.825693996126525
material,537,7,9804,63.29244673983215
category,526,8,10330,66.68818592640413
roleMixin,519,9,10849,70.03873466752744
other_r,493,10,11342,73.22143318269852
characterization,455,11,11797,76.1588121368625
componentOf,445,12,12242,79.03163331181408
mode,420,13,12662,81.74306003873467
none_c,369,14,13031,84.12524209167205
event,362,15,13393,86.46223369916075
phase,290,16,13683,88.3344092963202
type,205,17,13888,89.65784377017431
derivation,176,18,14064,90.79406068431246
memberOf,170,19,14234,91.89154293092318
quality,162,20,14396,92.93737895416398
participation,146,21,14542,93.87992253066496
other_c,110,22,14652,94.5900581020013
collective,103,23,14755,95.25500322788896
mixin,82,24,14837,95.7843770174306
datatype,74,25,14911,96.26210458360232
situation,73,26,14984,96.73337637185281
externalDependence,73,27,15057,97.20464816010329
enumeration,63,28,15120,97.61136216914139
instantiation,63,29,15183,98.01807617817947
creation,43,30,15226,98.29567462879277
quantity,39,31,15265,98.5474499677211
historicalDependence,35,32,15300,98.77340219496449
manifestation,34,33,15334,98.99289864428663
comparative,28,34,15362,99.17366042608134
bringsAbout,26,35,15388,99.34151065203358
historicalRole,23,36,15411,99.48999354422207
phaseMixin,20,37,15431,99.61910910264687
subCollectionOf,19,38,15450,99.74176888315041
triggers,15,39,15465,99.83860555196901
historicalRoleMixin,9,40,15474,99.89670755326017
participational,9,41,15483,99.95480955455133
subQuantityOf,3,42,15486,99.97417688831504
termination,3,43,15489,99.99354422207875
abstract,1,44,15490,100.0
