Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.0004714757190004715,0.025,0.02500444539184197,24,Q2
category,0.016973125884016973,0.35,0.35041131117912655,13,Q1
collective,0.027345591702027345,0.6,0.6006228278924586,7,Q1
datatype,0.015087223008015087,0.2,0.2005682534652321,17,Q1
enumeration,0.001885902876001886,0.025,0.025071031683154013,22,Q1
event,0.0,0.0,0.0,35,Q3
historicalRole,0.0,0.0,0.0,35,Q3
historicalRoleMixin,0.0,0.0,0.0,35,Q3
kind,0.13767090994813766,0.975,0.9846716607305951,1,Q1
mixin,0.001885902876001886,0.075,0.07502370711753527,20,Q1
mode,0.008015087223008015,0.175,0.17518345133942426,18,Q1
phase,0.039132484677039135,0.425,0.4267977874321734,11,Q1
phaseMixin,0.0,0.0,0.0,35,Q3
quality,0.001885902876001886,0.05,0.050035553655952615,21,Q1
quantity,0.0,0.0,0.0,35,Q3
relator,0.08675153229608674,0.9,0.9041713490017913,4,Q1
role,0.1305987741631306,0.9,0.9094262146061727,3,Q1
roleMixin,0.011315417256011316,0.275,0.2752326991250815,15,Q1
situation,0.0,0.0,0.0,35,Q3
subkind,0.10702498821310702,0.775,0.7823550013274126,5,Q1
type,0.000942951438000943,0.025,0.025017776827976308,23,Q2
none_c,0.0,0.0,0.0,35,Q3
other_c,0.0,0.0,0.0,35,Q3
bringsAbout,0.0,0.0,0.0,35,Q3
characterization,0.005657708628005658,0.225,0.22507112135260582,16,Q1
comparative,0.0004714757190004715,0.025,0.02500444539184197,24,Q2
componentOf,0.055162659123055166,0.45,0.45336841416394064,9,Q1
creation,0.0,0.0,0.0,35,Q3
derivation,0.02876001885902876,0.525,0.525787161011727,8,Q1
externalDependence,0.0,0.0,0.0,35,Q3
historicalDependence,0.0,0.0,0.0,35,Q3
instantiation,0.0,0.0,0.0,35,Q3
manifestation,0.0,0.0,0.0,35,Q3
material,0.053276756247053275,0.7,0.7020245100822391,6,Q1
mediation,0.17586044318717586,0.9,0.9170206625142041,2,Q1
memberOf,0.024045261669024046,0.425,0.4256796619627626,12,Q1
participation,0.0,0.0,0.0,35,Q3
participational,0.0,0.0,0.0,35,Q3
subCollectionOf,0.006129184347006129,0.1,0.10018765842537486,19,Q1
subQuantityOf,0.0,0.0,0.0,35,Q3
termination,0.0,0.0,0.0,35,Q3
triggers,0.0,0.0,0.0,35,Q3
none_r,0.027817067421027818,0.275,0.2764033090248849,14,Q1
other_r,0.03583215464403583,0.45,0.451424349483315,10,Q1
