stereotype,total_correlation,rank
category,4.059710907569151,19
collective,4.285824435895342,16
datatype,2.354741276211399,28
event,5.751557585512005,7
kind,5.093349002166047,11
mixin,2.5797552309453735,27
mode,5.116949305245527,10
phase,3.2916455898506234,25
quality,4.186156455980972,18
relator,3.9382546497077344,21
role,3.723551674416184,22
roleMixin,4.26517367575864,17
situation,4.591220421993375,15
subkind,3.126531685586248,26
type,6.176831593175035,5
bringsAbout,5.468204774694462,9
characterization,6.408392933057542,3
componentOf,3.68066847303706,23
creation,4.920582724157289,13
derivation,3.545766951781242,24
externalDependence,5.695050921552768,8
historicalDependence,6.122472993526905,6
instantiation,6.2249085183287445,4
manifestation,6.660216657232906,2
material,3.9874719240397356,20
mediation,4.957116784011657,12
memberOf,4.819048624429099,14
participation,6.869456551459049,1
