Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.0001248829222603809,0.015037593984962405,0.015038112534518746,40,Q3
category,0.03815173275054636,0.7142857142857143,0.7153038769254101,4,Q1
collective,0.00836715579144552,0.2706766917293233,0.2708059835778549,17,Q1
datatype,0.00561973150171714,0.21052631578947367,0.21060130821540635,21,Q2
enumeration,0.004683109584764283,0.07518796992481203,0.07533367332605884,31,Q3
event,0.03690290352794255,0.46616541353383456,0.4676237986501154,10,Q1
historicalRole,0.0031845145176397126,0.06766917293233082,0.06774406319419254,32,Q3
historicalRoleMixin,0.001123946300343428,0.045112781954887216,0.04512678086231338,37,Q3
kind,0.10177958164221043,0.8345864661654135,0.8407696787740007,1,Q1
mixin,0.005432407118326569,0.18045112781954886,0.180532879494142,24,Q3
mode,0.035903840149859506,0.48872180451127817,0.490038863705999,8,Q1
phase,0.02229160162347799,0.3383458646616541,0.33907940019497235,14,Q1
phaseMixin,0.001248829222603809,0.06015037593984962,0.060163338505542306,33,Q3
quality,0.01660942866063066,0.38345864661654133,0.3838181949639987,12,Q1
quantity,0.0028723072119887605,0.09774436090225563,0.0977865544791841,29,Q3
relator,0.07986262878551358,0.7593984962406015,0.7635863510887421,2,Q1
role,0.11813924445832033,0.6917293233082706,0.7017452086090085,5,Q1
roleMixin,0.038838588822978456,0.46616541353383456,0.4677805348204769,9,Q1
situation,0.0064314704964096156,0.18045112781954886,0.18056570367623345,23,Q3
subkind,0.13131439275679052,0.7368421052631579,0.7484515734726778,3,Q1
type,0.01673431158289104,0.24812030075187969,0.2486839778300092,18,Q1
bringsAbout,0.002435216984077427,0.11278195488721804,0.11280824273935848,28,Q3
characterization,0.03902591320636903,0.5864661654135338,0.5877632049358359,7,Q1
comparative,0.002372775522947237,0.05263157894736842,0.05268503740318851,34,Q3
componentOf,0.03459256946612551,0.3533834586466165,0.355072548512714,13,Q1
creation,0.006681236340930378,0.18796992481203006,0.18808862685681876,22,Q3
derivation,0.013737121448641898,0.3007518796992481,0.30106544412855774,15,Q1
externalDependence,0.007680299719013425,0.21052631578947367,0.21066636334180897,20,Q1
historicalDependence,0.003621604745551046,0.16541353383458646,0.16545317523873296,26,Q3
instantiation,0.0060568217296284735,0.16541353383458646,0.16552438571132164,25,Q3
manifestation,0.004433343740243522,0.15037593984962405,0.15044127698998339,27,Q3
material,0.041273805807055884,0.43609022556390975,0.4380390529144408,11,Q1
mediation,0.12581954417733374,0.631578947368421,0.6439895375361271,6,Q1
memberOf,0.01273805807055885,0.24060150375939848,0.2409384604721562,19,Q1
participation,0.016484545738370278,0.2781954887218045,0.2786834587724289,16,Q1
participational,0.001123946300343428,0.03759398496240601,0.03761078250501663,38,Q3
subCollectionOf,0.001685919450515142,0.045112781954887216,0.04514427339212386,36,Q3
subQuantityOf,0.0008741804558226663,0.03007518796992481,0.030087889970811386,39,Q3
termination,0.002435216984077427,0.045112781954887216,0.0451784614331734,35,Q3
triggers,0.0013112706837339993,0.09022556390977443,0.09023509191906888,30,Q3
