Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.00018365472910927456,0.014084507042253521,0.0140857043729738,42,Q3
category,0.03783287419651056,0.6901408450704225,0.691177048522653,5,Q1
collective,0.006060606060606061,0.2535211267605634,0.25359355800131733,19,Q2
datatype,0.011753902662993572,0.23943661971830985,0.23972494465520616,21,Q1
enumeration,0.006978879706152434,0.056338028169014086,0.056768637291426775,36,Q3
event,0.03434343434343434,0.4507042253521127,0.452010807650381,10,Q1
historicalRole,0.004224058769513315,0.056338028169014086,0.05649615996207996,37,Q3
historicalRoleMixin,0.001652892561983471,0.04225352112676056,0.04228583807175945,39,Q3
kind,0.0881542699724518,0.8591549295774648,0.8636656577238869,2,Q1
mixin,0.0022038567493112946,0.14084507042253522,0.14086231166248972,31,Q3
mode,0.022773186409550047,0.4788732394366197,0.47941443185178123,9,Q1
phase,0.026262626262626262,0.352112676056338,0.3530907279691241,14,Q1
phaseMixin,0.0036730945821854912,0.11267605633802817,0.11273590952176764,33,Q3
quality,0.024058769513314968,0.4507042253521127,0.451345901876535,11,Q1
quantity,0.0011019283746556473,0.07042253521126761,0.07043115583124486,35,Q3
relator,0.04003673094582186,0.7887323943661971,0.7897478899924092,3,Q1
role,0.052157943067033974,0.676056338028169,0.6780653532020655,7,Q1
roleMixin,0.03140495867768595,0.4084507042253521,0.4096562573813968,13,Q1
situation,0.010284664830119375,0.19718309859154928,0.19745112990518068,24,Q3
subkind,0.09237832874196511,0.7323943661971831,0.7381973064557552,4,Q1
type,0.012121212121212121,0.22535211267605634,0.22567786437940565,22,Q1
none_c,0.011753902662993572,0.14084507042253522,0.14133466697926603,29,Q4
other_c,0.0073461891643709825,0.1267605633802817,0.1269732527886292,32,Q3
bringsAbout,0.004224058769513315,0.14084507042253522,0.1409083976731593,30,Q3
characterization,0.047750229568411386,0.6338028169014085,0.6355990049834851,8,Q1
comparative,0.0023875114784205694,0.056338028169014086,0.05638859484888956,38,Q3
componentOf,0.021487603305785124,0.30985915492957744,0.31060330485926685,16,Q1
creation,0.006244260789715335,0.19718309859154928,0.1972819433272458,26,Q3
derivation,0.009550045913682277,0.323943661971831,0.3240844018287109,15,Q2
externalDependence,0.011570247933884297,0.2535211267605634,0.2537850120696595,18,Q1
historicalDependence,0.005509641873278237,0.18309859154929578,0.18318146844292857,27,Q3
instantiation,0.011202938475665749,0.19718309859154928,0.1975010891125773,23,Q4
manifestation,0.005693296602387512,0.15492957746478872,0.1550341497852029,28,Q3
material,0.04132231404958678,0.4084507042253521,0.41053563964727685,12,Q1
mediation,0.06703397612488522,0.676056338028169,0.6793715670700162,6,Q1
memberOf,0.006611570247933884,0.19718309859154928,0.19729391078111866,25,Q3
participation,0.01854912764003673,0.30985915492957744,0.31041386249631037,17,Q1
participational,0.0003673094582185491,0.028169014084507043,0.0281714087459476,41,Q3
subCollectionOf,0.0,0.0,0.0,43,Q3
subQuantityOf,0.0,0.0,0.0,43,Q3
termination,0.0005509641873278236,0.028169014084507043,0.02817440178653087,40,Q3
triggers,0.0023875114784205694,0.11267605633802817,0.11270134818603586,34,Q3
none_r,0.18622589531680442,0.8591549295774648,0.8791059532865215,1,Q1
other_r,0.022589531680440773,0.23943661971830985,0.24049985821965086,20,Q1
