stereotype,total_correlation,rank
category,4.450873106023102,7
datatype,1.9839531928835865,22
event,4.492048765730745,6
kind,4.675694013325313,4
mode,3.3071168615111866,18
phase,3.244325008463231,19
quality,3.7264911884534007,15
relator,4.145849775212259,10
role,3.9246947860184935,12
roleMixin,3.8362925654508766,13
situation,4.072287461573187,11
subkind,3.7523358640946753,14
type,5.368243818293575,1
none_c,2.016673106420408,21
characterization,4.550237864884172,5
componentOf,3.639961200232065,16
externalDependence,4.204998893802013,8
instantiation,5.218519874512436,2
material,3.4129530743132515,17
mediation,4.19584222039218,9
participation,4.833970182709715,3
none_r,2.322971085126206,20
other_r,1.8249206589359503,23
