stereotype,total_correlation,rank
category,4.505432759646365,11
datatype,2.489653258257814,22
event,5.565724484048522,5
kind,5.739584144133498,4
mode,3.9655643117079253,17
phase,3.6615937097333098,19
quality,4.246965286625369,14
relator,4.718955891640219,10
role,4.284980438937343,13
roleMixin,4.313253702540281,12
situation,5.12420169707818,6
subkind,4.075652418898785,16
type,6.609740139966524,1
none_c,2.3614471490021924,23
characterization,5.117957893487762,7
componentOf,4.120595791070987,15
externalDependence,5.002941945426319,8
instantiation,6.543070581444575,2
material,3.9459610572660484,18
mediation,4.965562011643059,9
participation,6.002079454349229,3
none_r,2.812529613338469,20
other_r,2.629338879449633,21
