Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.0,0.0,0.0,19,Q3
category,0.05413846954711088,0.7105263157894737,0.7125858680287355,5,Q1
collective,0.012146451500954364,0.3157894736842105,0.31602298646430094,9,Q1
datatype,0.0017352073572791948,0.15789473684210525,0.15790427121205564,14,Q3
enumeration,0.004338018393197987,0.10526315789473684,0.1053525073909113,16,Q3
event,0.0267221933020996,0.42105263157894735,0.42189974422181337,8,Q1
historicalRole,0.0,0.0,0.0,19,Q3
historicalRoleMixin,0.0,0.0,0.0,19,Q3
kind,0.122852680895367,0.7631578947368421,0.7729830227775691,1,Q1
mixin,0.011799410029498525,0.23684210526315788,0.2371358448285054,11,Q2
mode,0.05136213777546417,0.4473684210526316,0.45030719886760684,7,Q1
phase,0.02377234079472497,0.23684210526315788,0.2380321554167531,10,Q1
phaseMixin,0.0,0.0,0.0,19,Q3
quality,0.0022557695644629533,0.10526315789473684,0.10528732547795226,17,Q3
quantity,0.005726184279021343,0.13157894736842105,0.1317034873379556,15,Q3
relator,0.16224188790560473,0.7368421052631579,0.7544923579996138,2,Q1
role,0.25073746312684364,0.6842105263157895,0.7287066074467933,4,Q1
roleMixin,0.059344091618948464,0.5,0.5035094052846264,6,Q1
situation,0.0029498525073746312,0.15789473684210525,0.15792228959919793,13,Q3
subkind,0.18375845913586675,0.7105263157894737,0.7339038198111186,3,Q1
type,0.02411938226618081,0.21052631578947367,0.21190345499965627,12,Q4
