Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
bringsAbout,3,0.09375,1,0.03125,0.0033370411568409346,0.009259259259259259
characterization,46,1.4375,10,0.3125,0.05116796440489433,0.09259259259259259
comparative,0,0.0,0,0.0,0.0,0.0
componentOf,41,1.28125,10,0.3125,0.04560622914349277,0.09259259259259259
creation,0,0.0,0,0.0,0.0,0.0
derivation,21,0.65625,6,0.1875,0.02335928809788654,0.05555555555555555
externalDependence,8,0.25,2,0.0625,0.008898776418242492,0.018518518518518517
historicalDependence,5,0.15625,1,0.03125,0.0055617352614015575,0.009259259259259259
instantiation,2,0.0625,1,0.03125,0.002224694104560623,0.009259259259259259
manifestation,3,0.09375,1,0.03125,0.0033370411568409346,0.009259259259259259
material,49,1.53125,12,0.375,0.054505005561735265,0.1111111111111111
mediation,86,2.6875,15,0.46875,0.09566184649610679,0.1388888888888889
memberOf,10,0.3125,6,0.1875,0.011123470522803115,0.05555555555555555
participation,15,0.46875,2,0.0625,0.01668520578420467,0.018518518518518517
participational,0,0.0,0,0.0,0.0,0.0
subCollectionOf,7,0.21875,2,0.0625,0.00778642936596218,0.018518518518518517
subQuantityOf,0,0.0,0,0.0,0.0,0.0
termination,0,0.0,0,0.0,0.0,0.0
triggers,2,0.0625,1,0.03125,0.002224694104560623,0.009259259259259259
none,518,16.1875,27,0.84375,0.5761957730812013,0.25
other,83,2.59375,11,0.34375,0.09232480533926585,0.10185185185185185
