Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
abstract,0,0.0,0,0.0,0.0,0.0
category,312,8.210526315789474,27,0.7105263157894737,0.03231486276540652,0.06338028169014084
collective,70,1.8421052631578947,12,0.3157894736842105,0.0072501294665976174,0.028169014084507043
datatype,10,0.2631578947368421,6,0.15789473684210525,0.0010357327809425167,0.014084507042253521
enumeration,25,0.6578947368421053,4,0.10526315789473684,0.002589331952356292,0.009389671361502348
event,154,4.052631578947368,16,0.42105263157894735,0.015950284826514758,0.03755868544600939
historicalRole,0,0.0,0,0.0,0.0,0.0
historicalRoleMixin,0,0.0,0,0.0,0.0,0.0
kind,708,18.63157894736842,29,0.7631578947368421,0.0733298808907302,0.06807511737089202
mixin,68,1.7894736842105263,9,0.23684210526315788,0.007042982910409114,0.02112676056338028
mode,296,7.7894736842105265,17,0.4473684210526316,0.0306576903158985,0.03990610328638498
phase,137,3.6052631578947367,9,0.23684210526315788,0.01418953909891248,0.02112676056338028
phaseMixin,0,0.0,0,0.0,0.0,0.0
quality,13,0.34210526315789475,4,0.10526315789473684,0.001346452615225272,0.009389671361502348
quantity,33,0.868421052631579,5,0.13157894736842105,0.0034179181771103054,0.011737089201877934
relator,935,24.605263157894736,28,0.7368421052631579,0.09684101501812532,0.06572769953051644
role,1445,38.026315789473685,26,0.6842105263157895,0.14966338684619368,0.06103286384976526
roleMixin,342,9.0,19,0.5,0.03542206110823407,0.04460093896713615
situation,17,0.4473684210526316,6,0.15789473684210525,0.0017607457276022785,0.014084507042253521
subkind,1059,27.86842105263158,27,0.7105263157894737,0.10968410150181253,0.06338028169014084
type,139,3.6578947368421053,8,0.21052631578947367,0.014396685655100983,0.018779342723004695
none_c,238,6.2631578947368425,7,0.18421052631578946,0.0246504401864319,0.01643192488262911
other_c,64,1.6842105263157894,9,0.23684210526315788,0.0066286897980321075,0.02112676056338028
bringsAbout,3,0.07894736842105263,1,0.02631578947368421,0.00031071983428275507,0.002347417840375587
characterization,176,4.631578947368421,15,0.39473684210526316,0.018228896944588298,0.035211267605633804
comparative,15,0.39473684210526316,1,0.02631578947368421,0.0015535991714137752,0.002347417840375587
componentOf,328,8.631578947368421,16,0.42105263157894735,0.03397203521491455,0.03755868544600939
creation,0,0.0,0,0.0,0.0,0.0
derivation,119,3.1315789473684212,10,0.2631578947368421,0.01232522009321595,0.023474178403755867
externalDependence,10,0.2631578947368421,3,0.07894736842105263,0.0010357327809425167,0.007042253521126761
historicalDependence,5,0.13157894736842105,1,0.02631578947368421,0.0005178663904712584,0.002347417840375587
instantiation,2,0.05263157894736842,1,0.02631578947368421,0.00020714655618850336,0.002347417840375587
manifestation,3,0.07894736842105263,1,0.02631578947368421,0.00031071983428275507,0.002347417840375587
material,312,8.210526315789474,19,0.5,0.03231486276540652,0.04460093896713615
mediation,1342,35.31578947368421,21,0.5526315789473685,0.13899533920248575,0.04929577464788732
memberOf,134,3.526315789473684,12,0.3157894736842105,0.013878819264629725,0.028169014084507043
participation,15,0.39473684210526316,2,0.05263157894736842,0.0015535991714137752,0.004694835680751174
participational,0,0.0,0,0.0,0.0,0.0
subCollectionOf,19,0.5,4,0.10526315789473684,0.001967892283790782,0.009389671361502348
subQuantityOf,3,0.07894736842105263,2,0.05263157894736842,0.00031071983428275507,0.004694835680751174
termination,0,0.0,0,0.0,0.0,0.0
triggers,2,0.05263157894736842,1,0.02631578947368421,0.00020714655618850336,0.002347417840375587
none_r,732,19.263157894736842,32,0.8421052631578947,0.07581563956499224,0.07511737089201878
other_r,370,9.736842105263158,16,0.42105263157894735,0.038322112894873125,0.03755868544600939
