stereotype,total_correlation,rank
category,5.194829363501785,13
collective,6.059778621702976,4
datatype,4.26847245967781,22
enumeration,2.937722154764109,28
event,5.391238573755885,10
kind,4.923696181682967,15
mixin,6.270187069396358,3
mode,5.804797912425473,7
phase,4.770951628524628,16
quality,4.465631838565287,19
quantity,5.944799959742778,5
relator,4.006969134089119,24
role,3.680484465254903,25
roleMixin,4.157744596152445,23
situation,4.4871023956949605,18
subkind,4.293426840035956,21
type,5.248415859889474,12
none_c,3.5789229987247033,26
other_c,3.395706553938375,27
characterization,6.7147888230143336,1
componentOf,5.329763551120023,11
derivation,5.825419585628627,6
material,5.7106774209607725,9
mediation,5.720018104026017,8
memberOf,6.382612804888906,2
subCollectionOf,4.330661944783011,20
none_r,4.710540622131229,17
other_r,5.17132020095182,14
