Stereotype,Group-wise Frequency,Group-wise Rank,Cumulative Group-wise Frequency,Group-wise Cumulative Percentage
none_r,32,1,32,7.511737089201878
kind,29,2,61,14.319248826291082
relator,28,3,89,20.89201877934272
category,27,4,116,27.230046948356808
subkind,27,5,143,33.568075117370896
role,26,6,169,39.671361502347416
mediation,21,7,190,44.60093896713615
material,19,8,209,49.06103286384976
roleMixin,19,9,228,53.52112676056338
mode,17,10,245,57.51173708920187
componentOf,16,11,261,61.267605633802816
event,16,12,277,65.02347417840375
other_r,16,13,293,68.7793427230047
characterization,15,14,308,72.30046948356808
memberOf,12,15,320,75.11737089201877
collective,12,16,332,77.93427230046949
derivation,10,17,342,80.28169014084507
other_c,9,18,351,82.3943661971831
mixin,9,19,360,84.50704225352112
phase,9,20,369,86.61971830985915
type,8,21,377,88.49765258215963
none_c,7,22,384,90.14084507042254
datatype,6,23,390,91.54929577464789
situation,6,24,396,92.95774647887323
quantity,5,25,401,94.13145539906104
quality,4,26,405,95.07042253521126
subCollectionOf,4,27,409,96.0093896713615
enumeration,4,28,413,96.94835680751174
externalDependence,3,29,416,97.65258215962442
subQuantityOf,2,30,418,98.12206572769952
participation,2,31,420,98.59154929577466
historicalDependence,1,32,421,98.82629107981221
manifestation,1,33,422,99.06103286384976
triggers,1,34,423,99.29577464788733
bringsAbout,1,35,424,99.53051643192488
comparative,1,36,425,99.76525821596243
instantiation,1,37,426,100.0
historicalRole,0,38,426,100.0
abstract,0,39,426,100.0
historicalRoleMixin,0,40,426,100.0
creation,0,41,426,100.0
phaseMixin,0,42,426,100.0
participational,0,43,426,100.0
termination,0,44,426,100.0
