Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
abstract,2,0.013605442176870748,2,0.013605442176870748,0.00025497195308516065,0.0013559322033898306
category,323,2.197278911564626,85,0.5782312925170068,0.04117797042325344,0.0576271186440678
collective,115,0.782312925170068,52,0.35374149659863946,0.014660887302396737,0.03525423728813559
datatype,108,0.7346938775510204,30,0.20408163265306123,0.013768485466598673,0.020338983050847456
enumeration,52,0.35374149659863946,8,0.05442176870748299,0.006629270780214177,0.005423728813559322
event,308,2.0952380952380953,45,0.30612244897959184,0.03926568077511474,0.030508474576271188
historicalRole,23,0.1564625850340136,4,0.027210884353741496,0.002932177460479347,0.002711864406779661
historicalRoleMixin,9,0.061224489795918366,3,0.02040816326530612,0.0011473737888832228,0.002033898305084746
kind,969,6.591836734693878,126,0.8571428571428571,0.12353391126976032,0.08542372881355932
mixin,24,0.16326530612244897,19,0.1292517006802721,0.0030596634370219276,0.01288135593220339
mode,200,1.3605442176870748,53,0.36054421768707484,0.025497195308516064,0.03593220338983051
phase,265,1.8027210884353742,51,0.3469387755102041,0.033783783783783786,0.03457627118644068
phaseMixin,20,0.1360544217687075,8,0.05442176870748299,0.0025497195308516064,0.005423728813559322
quality,162,1.1020408163265305,39,0.2653061224489796,0.02065272819989801,0.026440677966101694
quantity,17,0.11564625850340136,9,0.061224489795918366,0.0021672616012238656,0.006101694915254237
relator,531,3.6122448979591835,116,0.7891156462585034,0.06769505354411015,0.07864406779661016
role,747,5.081632653061225,108,0.7346938775510204,0.0952320244773075,0.07322033898305084
roleMixin,261,1.7755102040816326,55,0.3741496598639456,0.03327383987761346,0.03728813559322034
situation,71,0.48299319727891155,19,0.1292517006802721,0.009051504334523203,0.01288135593220339
subkind,918,6.244897959183674,106,0.7210884353741497,0.11703212646608872,0.07186440677966102
type,77,0.5238095238095238,21,0.14285714285714285,0.009816420193778685,0.01423728813559322
bringsAbout,26,0.17687074829931973,11,0.07482993197278912,0.0033146353901070884,0.007457627118644068
characterization,339,2.306122448979592,66,0.4489795918367347,0.04321774604793473,0.04474576271186441
comparative,14,0.09523809523809523,5,0.034013605442176874,0.0017848036715961244,0.003389830508474576
componentOf,295,2.006802721088435,52,0.35374149659863946,0.03760836308006119,0.03525423728813559
creation,34,0.23129251700680273,14,0.09523809523809523,0.004334523202447731,0.009491525423728813
derivation,150,1.0204081632653061,52,0.35374149659863946,0.01912289648138705,0.03525423728813559
externalDependence,71,0.48299319727891155,20,0.1360544217687075,0.009051504334523203,0.013559322033898305
historicalDependence,35,0.23809523809523808,14,0.09523809523809523,0.004462009178990311,0.009491525423728813
instantiation,63,0.42857142857142855,15,0.10204081632653061,0.00803161652218256,0.010169491525423728
manifestation,34,0.23129251700680273,12,0.08163265306122448,0.004334523202447731,0.008135593220338983
material,397,2.7006802721088436,70,0.47619047619047616,0.05061193268740439,0.04745762711864407
mediation,929,6.319727891156463,103,0.7006802721088435,0.11843447220805711,0.06983050847457627
memberOf,98,0.6666666666666666,38,0.2585034013605442,0.012493625701172871,0.02576271186440678
participation,116,0.7891156462585034,24,0.16326530612244897,0.014788373278939317,0.016271186440677966
participational,2,0.013605442176870748,2,0.013605442176870748,0.00025497195308516065,0.0013559322033898306
subCollectionOf,21,0.14285714285714285,7,0.047619047619047616,0.0026772055073941868,0.0047457627118644066
subQuantityOf,0,0.0,0,0.0,0.0,0.0
termination,3,0.02040816326530612,2,0.013605442176870748,0.00038245792962774094,0.0013559322033898306
triggers,15,0.10204081632653061,9,0.061224489795918366,0.0019122896481387048,0.006101694915254237
