Stereotype,x_value,y_value,quadrant
abstract,1,0.0014285714285714,Q3
category,66,0.0942857142857142,Q1
collective,26,0.0371428571428571,Q1
datatype,20,0.0285714285714285,Q1
enumeration,5,0.0071428571428571,Q3
event,41,0.0585714285714285,Q1
historicalRole,4,0.0057142857142857,Q3
historicalRoleMixin,3,0.0042857142857142,Q3
kind,77,0.11,Q1
mixin,14,0.02,Q3
mode,46,0.0657142857142857,Q1
phase,33,0.0471428571428571,Q1
phaseMixin,8,0.0114285714285714,Q3
quality,42,0.06,Q1
quantity,7,0.01,Q3
relator,71,0.1014285714285714,Q1
role,62,0.0885714285714285,Q1
roleMixin,40,0.0571428571428571,Q1
situation,17,0.0242857142857142,Q3
subkind,69,0.0985714285714285,Q1
type,20,0.0285714285714285,Q1
none,16,0.0228571428571428,Q3
other,12,0.0171428571428571,Q3
