Stereotype,x_value,y_value,quadrant
abstract,1,0.0108695652173913,Q3
category,297,3.2282608695652173,Q1
collective,67,0.7282608695652174,Q3
datatype,78,0.8478260869565217,Q1
enumeration,40,0.4347826086956521,Q3
event,346,3.760869565217391,Q1
historicalRole,23,0.25,Q3
historicalRoleMixin,9,0.0978260869565217,Q3
kind,912,9.91304347826087,Q1
mixin,17,0.1847826086956521,Q3
mode,265,2.880434782608696,Q1
phase,197,2.141304347826087,Q1
phaseMixin,20,0.217391304347826,Q3
quality,242,2.630434782608696,Q1
quantity,11,0.1195652173913043,Q3
relator,342,3.717391304347826,Q1
role,409,4.445652173913044,Q1
roleMixin,265,2.880434782608696,Q1
situation,68,0.7391304347826086,Q3
subkind,1007,10.945652173913045,Q1
type,77,0.8369565217391305,Q3
none,152,1.6521739130434785,Q1
other,52,0.5652173913043478,Q3
