Stereotype,x_value,y_value,quadrant
abstract,0.0108695652173913,0.0108695652173913,Q3
category,3.2282608695652173,0.717391304347826,Q1
collective,0.7282608695652174,0.2826086956521739,Q2
datatype,0.8478260869565217,0.217391304347826,Q1
enumeration,0.4347826086956521,0.0543478260869565,Q3
event,3.760869565217391,0.4456521739130434,Q1
historicalRole,0.25,0.0434782608695652,Q3
historicalRoleMixin,0.0978260869565217,0.0326086956521739,Q3
kind,9.91304347826087,0.8369565217391305,Q1
mixin,0.1847826086956521,0.1521739130434782,Q3
mode,2.880434782608696,0.5,Q1
phase,2.141304347826087,0.358695652173913,Q1
phaseMixin,0.217391304347826,0.0869565217391304,Q3
quality,2.630434782608696,0.4565217391304347,Q1
quantity,0.1195652173913043,0.0760869565217391,Q3
relator,3.717391304347826,0.7717391304347826,Q1
role,4.445652173913044,0.6739130434782609,Q1
roleMixin,2.880434782608696,0.4347826086956521,Q1
situation,0.7391304347826086,0.1847826086956521,Q3
subkind,10.945652173913045,0.75,Q1
type,0.8369565217391305,0.217391304347826,Q2
none,1.6521739130434785,0.1739130434782608,Q4
other,0.5652173913043478,0.1304347826086956,Q3
