Stereotype,x_value,y_value,quadrant
bringsAbout,0.0,0.0,Q3
characterization,5.448275862068965,0.3793103448275862,Q1
comparative,0.5172413793103449,0.0344827586206896,Q4
componentOf,10.96551724137931,0.4482758620689655,Q1
creation,0.0,0.0,Q3
derivation,3.896551724137931,0.3103448275862069,Q1
externalDependence,0.2758620689655172,0.0689655172413793,Q1
historicalDependence,0.0,0.0,Q3
instantiation,0.0,0.0,Q3
manifestation,0.0,0.0,Q3
material,10.275862068965518,0.5517241379310345,Q1
mediation,45.72413793103448,0.5172413793103449,Q1
memberOf,4.482758620689655,0.3448275862068966,Q1
participation,0.1379310344827586,0.0344827586206896,Q3
participational,0.0,0.0,Q3
subCollectionOf,0.6551724137931034,0.1379310344827586,Q1
subQuantityOf,0.1034482758620689,0.0689655172413793,Q2
termination,0.0,0.0,Q3
triggers,0.0,0.0,Q3
other,12.689655172413794,0.4827586206896552,Q1
none,19.20689655172414,0.8275862068965517,Q1
