Stereotype,DistanceFromOrigin,Rank
mediation,0.41823918610537353,1
none,0.25864521739040813,2
other,0.15961513318846082,3
material,0.15896836826263147,4
componentOf,0.14333696605381946,5
characterization,0.10197291903819779,6
memberOf,0.09085504996210211,7
derivation,0.08125663690209925,8
subCollectionOf,0.03328348842544133,9
externalDependence,0.016569907261421636,10
subQuantityOf,0.016418372567334777,11
comparative,0.00936141861331804,12
participation,0.008284953630710811,13
historicalDependence,0.0,14
bringsAbout,0.0,14
creation,0.0,14
participational,0.0,14
instantiation,0.0,14
manifestation,0.0,14
termination,0.0,14
triggers,0.0,14
