Stereotype,x_value,y_value,quadrant
bringsAbout,0,0.0,Q3
characterization,158,0.0901639344262295,Q1
comparative,15,0.0081967213114754,Q4
componentOf,318,0.1065573770491803,Q1
creation,0,0.0,Q3
derivation,113,0.0737704918032786,Q1
externalDependence,8,0.0163934426229508,Q1
historicalDependence,0,0.0,Q3
instantiation,0,0.0,Q3
manifestation,0,0.0,Q3
material,298,0.1311475409836065,Q1
mediation,1326,0.1229508196721311,Q1
memberOf,130,0.081967213114754,Q1
participation,4,0.0081967213114754,Q3
participational,0,0.0,Q3
subCollectionOf,19,0.0327868852459016,Q1
subQuantityOf,3,0.0163934426229508,Q2
termination,0,0.0,Q3
triggers,0,0.0,Q3
other,368,0.1147540983606557,Q1
none,557,0.1967213114754098,Q1
