year,category,period,predicted,a (quad),b (linear),intercept
2019,none (occurrence),2019-2024,2.3909563906490803,-1.1845647354448374,4789.192315144765,-4840663.403778237
2020,none (occurrence),2019-2024,7.12630507349968,-1.1845647354448374,4789.192315144765,-4840663.403778237
2021,none (occurrence),2019-2024,9.492524286732078,-1.1845647354448374,4789.192315144765,-4840663.403778237
2022,none (occurrence),2019-2024,9.48961402848363,-1.1845647354448374,4789.192315144765,-4840663.403778237
2023,none (occurrence),2019-2024,7.117574297823012,-1.1845647354448374,4789.192315144765,-4840663.403778237
2024,none (occurrence),2019-2024,2.3764050975441933,-1.1845647354448374,4789.192315144765,-4840663.403778237
2019,none (model-wise),2019-2024,1.6441157944500446,-0.36579609831073867,1478.8255197439532,-1494630.1311411862
2020,none (model-wise),2019-2024,3.0191944611724466,-0.36579609831073867,1478.8255197439532,-1494630.1311411862
2021,none (model-wise),2019-2024,3.6626809316221625,-0.36579609831073867,1478.8255197439532,-1494630.1311411862
2022,none (model-wise),2019-2024,3.574575205333531,-0.36579609831073867,1478.8255197439532,-1494630.1311411862
2023,none (model-wise),2019-2024,2.7548772820737213,-0.36579609831073867,1478.8255197439532,-1494630.1311411862
2024,none (model-wise),2019-2024,1.2035871625412256,-0.36579609831073867,1478.8255197439532,-1494630.1311411862
2019,other (occurrence),2019-2024,2.038087963243015,0.1559714795673699,-630.926643653598,638046.8752038542
2020,other (occurrence),2019-2024,1.080250282306224,0.1559714795673699,-630.926643653598,638046.8752038542
2021,other (occurrence),2019-2024,0.4343555604573339,0.1559714795673699,-630.926643653598,638046.8752038542
2022,other (occurrence),2019-2024,0.10040379757992923,0.1559714795673699,-630.926643653598,638046.8752038542
2023,other (occurrence),2019-2024,0.078394994023256,0.1559714795673699,-630.926643653598,638046.8752038542
2024,other (occurrence),2019-2024,0.3683291496708989,0.1559714795673699,-630.926643653598,638046.8752038542
2019,other (model-wise),2019-2024,1.2665198238610174,-0.0039332913596688,15.669446117546244,-15601.829691311135
2020,other (model-wise),2019-2024,1.049402139704398,-0.0039332913596688,15.669446117546244,-15601.829691311135
2021,other (model-wise),2019-2024,0.8244178728309635,-0.0039332913596688,15.669446117546244,-15601.829691311135
2022,other (model-wise),2019-2024,0.5915670232352568,-0.0039332913596688,15.669446117546244,-15601.829691311135
2023,other (model-wise),2019-2024,0.35084959092273493,-0.0039332913596688,15.669446117546244,-15601.829691311135
2024,other (model-wise),2019-2024,0.10226557588612195,-0.0039332913596688,15.669446117546244,-15601.829691311135
