year,category,period,predicted,slope,intercept
2015,none (occurrence),2015-2018,1.8713932399009536,-0.5935696619950535,1197.9142621599337
2016,none (occurrence),2015-2018,1.2778235779060196,-0.5935696619950535,1197.9142621599337
2017,none (occurrence),2015-2018,0.6842539159108583,-0.5935696619950535,1197.9142621599337
2018,none (occurrence),2015-2018,0.09068425391592427,-0.5935696619950535,1197.9142621599337
2015,none (model-wise),2015-2018,0.5970149253731307,0.037313432835820885,-74.58955223880595
2016,none (model-wise),2015-2018,0.6343283582089612,0.037313432835820885,-74.58955223880595
2017,none (model-wise),2015-2018,0.6716417910447774,0.037313432835820885,-74.58955223880595
2018,none (model-wise),2015-2018,0.7089552238805936,0.037313432835820885,-74.58955223880595
2015,other (occurrence),2015-2018,0.2275350370981073,0.013190436933223419,-26.351195383347083
2016,other (occurrence),2015-2018,0.24072547403132916,0.013190436933223419,-26.351195383347083
2017,other (occurrence),2015-2018,0.253915910964551,0.013190436933223419,-26.351195383347083
2018,other (occurrence),2015-2018,0.26710634789777643,0.013190436933223419,-26.351195383347083
2015,other (model-wise),2015-2018,0.522388059701484,0.14925373134328354,-300.22388059701484
2016,other (model-wise),2015-2018,0.6716417910448058,0.14925373134328354,-300.22388059701484
2017,other (model-wise),2015-2018,0.8208955223880707,0.14925373134328354,-300.22388059701484
2018,other (model-wise),2015-2018,0.9701492537313356,0.14925373134328354,-300.22388059701484
