year,category,period,predicted,a (quad),b (linear),intercept
2015,none (occurrence),2015-2018,1.0000305511057377,-1.5613954725076837,6299.609392961468,-6354094.994424297
2016,none (occurrence),2015-2018,6.624273833818734,-1.5613954725076837,6299.609392961468,-6354094.994424297
2017,none (occurrence),2015-2018,9.125726171769202,-1.5613954725076837,6299.609392961468,-6354094.994424297
2018,none (occurrence),2015-2018,8.504387564957142,-1.5613954725076837,6299.609392961468,-6354094.994424297
2015,none (model-wise),2015-2018,1.4142798776738346,-0.7495770885579986,3023.4830611661037,-3048865.3195794206
2016,none (model-wise),2015-2018,3.352097067050636,-0.7495770885579986,3023.4830611661037,-3048865.3195794206
2017,none (model-wise),2015-2018,3.79076007893309,-0.7495770885579986,3023.4830611661037,-3048865.3195794206
2018,none (model-wise),2015-2018,2.730268913321197,-0.7495770885579986,3023.4830611661037,-3048865.3195794206
2015,other (occurrence),2015-2018,0.16229761764407158,-1.355638915137206,5468.7665506604735,-5515365.423070274
2016,other (occurrence),2015-2018,4.348381360061467,-1.355638915137206,5468.7665506604735,-5515365.423070274
2017,other (occurrence),2015-2018,5.823187272064388,-1.355638915137206,5468.7665506604735,-5515365.423070274
2018,other (occurrence),2015-2018,4.58671535551548,-1.355638915137206,5468.7665506604735,-5515365.423070274
2015,other (model-wise),2015-2018,2.666840045058052,0.023805743121457112,-95.32967028976331,95435.27910859993
2016,other (model-wise),2015-2018,3.2981202778901206,0.023805743121457112,-95.32967028976331,95435.27910859993
2017,other (model-wise),2015-2018,3.9770119969616644,0.023805743121457112,-95.32967028976331,95435.27910859993
2018,other (model-wise),2015-2018,4.703515202272683,0.023805743121457112,-95.32967028976331,95435.27910859993
