Stereotype,x_value,y_value,quadrant
abstract,0.0108695652173913,0.0014285714285714,Q3
category,3.2282608695652173,0.0942857142857142,Q1
collective,0.7282608695652174,0.0371428571428571,Q2
datatype,0.8478260869565217,0.0285714285714285,Q1
enumeration,0.4347826086956521,0.0071428571428571,Q3
event,3.760869565217391,0.0585714285714285,Q1
historicalRole,0.25,0.0057142857142857,Q3
historicalRoleMixin,0.0978260869565217,0.0042857142857142,Q3
kind,9.91304347826087,0.11,Q1
mixin,0.1847826086956521,0.02,Q3
mode,2.880434782608696,0.0657142857142857,Q1
phase,2.141304347826087,0.0471428571428571,Q1
phaseMixin,0.217391304347826,0.0114285714285714,Q3
quality,2.630434782608696,0.06,Q1
quantity,0.1195652173913043,0.01,Q3
relator,3.717391304347826,0.1014285714285714,Q1
role,4.445652173913044,0.0885714285714285,Q1
roleMixin,2.880434782608696,0.0571428571428571,Q1
situation,0.7391304347826086,0.0242857142857142,Q3
subkind,10.945652173913045,0.0985714285714285,Q1
type,0.8369565217391305,0.0285714285714285,Q2
none,1.6521739130434785,0.0228571428571428,Q4
other,0.5652173913043478,0.0171428571428571,Q3
