Percentage,Top k Stereotypes (Occurrence-wise),Coverage (Occurrence-wise),Top k Stereotypes (Group-wise),Coverage (Group-wise)
10.0,4,0.39258572752548654,4,0.28277153558052437
20.0,8,0.6140871177015755,8,0.499063670411985
30.0,12,0.7707136237256719,12,0.6526217228464419
40.0,16,0.8617238183503244,16,0.7621722846441947
50.0,20,0.9143651529193698,20,0.8417602996254682
60.0,24,0.952548656163114,24,0.9054307116104869
70.0,28,0.9764596848934198,28,0.9531835205992509
80.0,32,0.9907321594068582,32,0.9831460674157303
90.0,36,0.9988878591288229,36,0.9953183520599251
100.0,40,1.0,40,1.0
