Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.0001483459427384661,0.012048192771084338,0.012049106007000513,40,Q3
category,0.04005340453938585,0.7108433734939759,0.7119709101188698,4,Q1
collective,0.009197448449784899,0.27710843373493976,0.2772610270215018,17,Q2
datatype,0.011570983533600357,0.24096385542168675,0.24124151234731223,18,Q1
enumeration,0.007268951194184839,0.060240963855421686,0.06067793155417926,32,Q3
event,0.04747070167630915,0.4457831325301205,0.4483035453417786,10,Q1
historicalRole,0.0034119566829847203,0.04819277108433735,0.048313400141098604,34,Q3
historicalRoleMixin,0.0013351134846461949,0.03614457831325301,0.036169228212110965,36,Q3
kind,0.13054442960985016,0.8795180722891566,0.8891534668353912,1,Q1
mixin,0.0023735350838154576,0.1566265060240964,0.1566444893959261,26,Q3
mode,0.036641447856401124,0.4939759036144578,0.49533300824065163,8,Q1
phase,0.02892745883400089,0.3855421686746988,0.3866258678632131,13,Q1
phaseMixin,0.002966918854769322,0.0963855421686747,0.09643119488339941,30,Q3
quality,0.035306334371754934,0.4819277108433735,0.4832192625770462,9,Q1
quantity,0.001631805370123127,0.08433734939759036,0.08435313445377829,31,Q3
relator,0.046283934134401426,0.7590361445783133,0.7604459687152452,3,Q1
role,0.05933837709538644,0.6987951807228916,0.7013100224564405,5,Q1
roleMixin,0.03471295060080107,0.42168674698795183,0.423113107247571,12,Q1
situation,0.009197448449784899,0.18072289156626506,0.18095678101154003,24,Q3
subkind,0.14330218068535824,0.7469879518072289,0.7606093051852166,2,Q1
type,0.010977599762646492,0.21686746987951808,0.21714512932251678,21,Q4
bringsAbout,0.004005340453938585,0.13253012048192772,0.13259063159630183,28,Q3
characterization,0.05666815012609405,0.6385542168674698,0.6410637777303763,7,Q1
comparative,0.003263610740246254,0.060240963855421686,0.06032930366989223,33,Q3
componentOf,0.03308114523067794,0.3493975903614458,0.3509601662869419,14,Q1
creation,0.008900756564307966,0.21686746987951808,0.21705004713051954,22,Q3
derivation,0.01483459427384661,0.3493975903614458,0.34971236943759126,15,Q1
externalDependence,0.009939178163477228,0.2289156626506024,0.2291313332334313,20,Q1
historicalDependence,0.005785491766800178,0.18072289156626506,0.18081547348348181,25,Q3
instantiation,0.009939178163477228,0.1927710843373494,0.1930271437367367,23,Q4
manifestation,0.0045987242248924495,0.13253012048192772,0.13260988311378188,27,Q3
material,0.046135588191662955,0.42168674698795183,0.4242030234251892,11,Q1
mediation,0.09271621421154132,0.6746987951807228,0.6810394706594027,6,Q1
memberOf,0.010235870048954161,0.2289156626506024,0.22914439474362772,19,Q1
participation,0.029075804776739357,0.3253012048192771,0.32659803471590015,16,Q1
participational,0.0025218810265539237,0.04819277108433735,0.04825870977035581,35,Q3
subCollectionOf,0.0011867675419077288,0.024096385542168676,0.024125592498327606,39,Q3
subQuantityOf,0.001631805370123127,0.024096385542168676,0.024151575206656777,38,Q3
termination,0.0007417297136923305,0.03614457831325301,0.03615218809990695,37,Q3
triggers,0.0020768431983385254,0.10843373493975904,0.1084536221186568,29,Q3
