Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
abstract,1,0.012048192771084338,1,0.012048192771084338,0.0001483459427384661,0.0010204081632653062
category,270,3.253012048192771,59,0.7108433734939759,0.04005340453938585,0.06020408163265306
collective,62,0.7469879518072289,23,0.27710843373493976,0.009197448449784899,0.02346938775510204
datatype,78,0.9397590361445783,20,0.24096385542168675,0.011570983533600357,0.02040816326530612
enumeration,49,0.5903614457831325,5,0.060240963855421686,0.007268951194184839,0.00510204081632653
event,320,3.855421686746988,37,0.4457831325301205,0.04747070167630915,0.03775510204081633
historicalRole,23,0.27710843373493976,4,0.04819277108433735,0.0034119566829847203,0.004081632653061225
historicalRoleMixin,9,0.10843373493975904,3,0.03614457831325301,0.0013351134846461949,0.003061224489795918
kind,880,10.602409638554217,73,0.8795180722891566,0.13054442960985016,0.07448979591836735
mixin,16,0.1927710843373494,13,0.1566265060240964,0.0023735350838154576,0.013265306122448979
mode,247,2.9759036144578315,41,0.4939759036144578,0.036641447856401124,0.04183673469387755
phase,195,2.3493975903614457,32,0.3855421686746988,0.02892745883400089,0.0326530612244898
phaseMixin,20,0.24096385542168675,8,0.0963855421686747,0.002966918854769322,0.00816326530612245
quality,238,2.8674698795180724,40,0.4819277108433735,0.035306334371754934,0.04081632653061224
quantity,11,0.13253012048192772,7,0.08433734939759036,0.001631805370123127,0.007142857142857143
relator,312,3.7590361445783134,63,0.7590361445783133,0.046283934134401426,0.06428571428571428
role,400,4.819277108433735,58,0.6987951807228916,0.05933837709538644,0.05918367346938776
roleMixin,234,2.819277108433735,35,0.42168674698795183,0.03471295060080107,0.03571428571428571
situation,62,0.7469879518072289,15,0.18072289156626506,0.009197448449784899,0.015306122448979591
subkind,966,11.63855421686747,62,0.7469879518072289,0.14330218068535824,0.06326530612244897
type,74,0.891566265060241,18,0.21686746987951808,0.010977599762646492,0.018367346938775512
bringsAbout,27,0.3253012048192771,11,0.13253012048192772,0.004005340453938585,0.011224489795918367
characterization,382,4.602409638554217,53,0.6385542168674698,0.05666815012609405,0.05408163265306123
comparative,22,0.26506024096385544,5,0.060240963855421686,0.003263610740246254,0.00510204081632653
componentOf,223,2.6867469879518073,29,0.3493975903614458,0.03308114523067794,0.02959183673469388
creation,60,0.7228915662650602,18,0.21686746987951808,0.008900756564307966,0.018367346938775512
derivation,100,1.2048192771084338,29,0.3493975903614458,0.01483459427384661,0.02959183673469388
externalDependence,67,0.8072289156626506,19,0.2289156626506024,0.009939178163477228,0.019387755102040816
historicalDependence,39,0.46987951807228917,15,0.18072289156626506,0.005785491766800178,0.015306122448979591
instantiation,67,0.8072289156626506,16,0.1927710843373494,0.009939178163477228,0.0163265306122449
manifestation,31,0.37349397590361444,11,0.13253012048192772,0.0045987242248924495,0.011224489795918367
material,311,3.746987951807229,35,0.42168674698795183,0.046135588191662955,0.03571428571428571
mediation,625,7.530120481927711,56,0.6746987951807228,0.09271621421154132,0.05714285714285714
memberOf,69,0.8313253012048193,19,0.2289156626506024,0.010235870048954161,0.019387755102040816
participation,196,2.36144578313253,27,0.3253012048192771,0.029075804776739357,0.027551020408163266
participational,17,0.20481927710843373,4,0.04819277108433735,0.0025218810265539237,0.004081632653061225
subCollectionOf,8,0.0963855421686747,2,0.024096385542168676,0.0011867675419077288,0.0020408163265306124
subQuantityOf,11,0.13253012048192772,2,0.024096385542168676,0.001631805370123127,0.0020408163265306124
termination,5,0.060240963855421686,3,0.03614457831325301,0.0007417297136923305,0.003061224489795918
triggers,14,0.1686746987951807,9,0.10843373493975904,0.0020768431983385254,0.009183673469387756
