Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,7.861635220125786e-05,0.008928571428571428,0.008928917531590011,40,Q3
category,0.04135220125786163,0.6964285714285714,0.6976551867870772,4,Q1
collective,0.00809748427672956,0.26785714285714285,0.2679795108421607,16,Q1
datatype,0.005817610062893081,0.20535714285714285,0.20543953054194036,20,Q2
enumeration,0.004952830188679245,0.07142857142857142,0.07160007921227757,31,Q3
event,0.028459119496855347,0.4375,0.4384246474395985,10,Q1
historicalRole,0.0018081761006289308,0.03571428571428571,0.03576002943081169,34,Q3
historicalRoleMixin,0.0007075471698113207,0.026785714285714284,0.026795057618774144,36,Q3
kind,0.09575471698113208,0.8214285714285714,0.8269908486696332,1,Q1
mixin,0.006446540880503145,0.17857142857142858,0.17868775277383958,22,Q4
mode,0.0330188679245283,0.45535714285714285,0.4565527058183292,8,Q1
phase,0.02279874213836478,0.32142857142857145,0.3222361078056025,14,Q1
phaseMixin,0.0015723270440251573,0.07142857142857142,0.07144587481905378,32,Q3
quality,0.012735849056603774,0.33035714285714285,0.33060254640266656,13,Q1
quantity,0.003066037735849057,0.08928571428571429,0.08933834206491553,29,Q3
relator,0.09135220125786163,0.7589285714285714,0.7644068296432659,2,Q1
role,0.13820754716981132,0.6785714285714286,0.6925030756380545,5,Q1
roleMixin,0.04080188679245283,0.4375,0.4393985024619726,9,Q1
situation,0.0057389937106918235,0.17857142857142858,0.1786636257072272,23,Q3
subkind,0.12531446540880503,0.7142857142857143,0.7251950061006678,3,Q1
type,0.01611635220125786,0.21428571428571427,0.21489091222109363,19,Q1
bringsAbout,0.0020440251572327044,0.09821428571428571,0.09823555342751801,28,Q3
characterization,0.035770440251572326,0.5446428571428571,0.5458162385203705,7,Q1
comparative,0.00220125786163522,0.044642857142857144,0.0446970942014239,33,Q3
componentOf,0.03498427672955975,0.3392857142857143,0.3410845870699199,12,Q1
creation,0.003380503144654088,0.13392857142857142,0.13397122842763282,25,Q3
derivation,0.013836477987421384,0.30357142857142855,0.30388659129351914,15,Q1
externalDependence,0.0057389937106918235,0.1875,0.18758780890242138,21,Q3
historicalDependence,0.002751572327044025,0.125,0.12503028093334412,26,Q3
instantiation,0.004952830188679245,0.13392857142857142,0.13402012077212827,24,Q3
manifestation,0.002672955974842767,0.10714285714285714,0.10717619386028848,27,Q3
material,0.04221698113207547,0.42857142857142855,0.4306457278130843,11,Q1
mediation,0.13655660377358492,0.6339285714285714,0.648469844871483,6,Q1
memberOf,0.013364779874213837,0.23214285714285715,0.23252725316301134,17,Q1
participation,0.011477987421383647,0.22321428571428573,0.22350919789168458,18,Q1
participational,0.0007075471698113207,0.026785714285714284,0.026795057618774144,36,Q3
subCollectionOf,0.0014937106918238995,0.03571428571428571,0.03574550846907205,35,Q3
subQuantityOf,0.0002358490566037736,0.017857142857142856,0.017858700282996774,38,Q3
termination,0.0002358490566037736,0.017857142857142856,0.017858700282996774,38,Q3
triggers,0.0011792452830188679,0.08035714285714286,0.08036579513450227,30,Q3
