Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
abstract,1,0.011904761904761904,1,0.011904761904761904,0.00021177467174925878,0.0015290519877675841
category,273,3.25,60,0.7142857142857143,0.05781448538754765,0.09174311926605505
collective,64,0.7619047619047619,24,0.2857142857142857,0.013553578991952562,0.03669724770642202
datatype,79,0.9404761904761905,21,0.25,0.016730199068191443,0.03211009174311927
enumeration,49,0.5833333333333334,5,0.05952380952380952,0.01037695891571368,0.00764525993883792
event,338,4.023809523809524,38,0.4523809523809524,0.07157983905124947,0.0581039755351682
historicalRole,39,0.4642857142857143,5,0.05952380952380952,0.008259212198221092,0.00764525993883792
historicalRoleMixin,9,0.10714285714285714,3,0.03571428571428571,0.0019059720457433292,0.0045871559633027525
kind,882,10.5,74,0.8809523809523809,0.18678526048284624,0.11314984709480122
mixin,16,0.19047619047619047,13,0.15476190476190477,0.0033883947479881405,0.019877675840978593
mode,249,2.9642857142857144,42,0.5,0.05273189326556544,0.06422018348623854
phase,202,2.4047619047619047,33,0.39285714285714285,0.04277848369335027,0.05045871559633028
phaseMixin,20,0.23809523809523808,8,0.09523809523809523,0.004235493434985175,0.012232415902140673
quality,238,2.8333333333333335,40,0.47619047619047616,0.05040237187632359,0.06116207951070336
quantity,11,0.13095238095238096,7,0.08333333333333333,0.002329521389241847,0.010703363914373088
relator,313,3.7261904761904763,64,0.7619047619047619,0.066285472257518,0.09785932721712538
role,418,4.976190476190476,59,0.7023809523809523,0.08852181279119017,0.09021406727828746
roleMixin,237,2.8214285714285716,36,0.42857142857142855,0.05019059720457433,0.05504587155963303
situation,62,0.7380952380952381,15,0.17857142857142858,0.013130029648454045,0.022935779816513763
subkind,974,11.595238095238095,64,0.7619047619047619,0.20626853028377806,0.09785932721712538
type,80,0.9523809523809523,19,0.2261904761904762,0.0169419737399407,0.0290519877675841
none,135,1.6071428571428572,15,0.17857142857142858,0.028589580686149935,0.022935779816513763
other,33,0.39285714285714285,8,0.09523809523809523,0.00698856416772554,0.012232415902140673
