Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
bringsAbout,0.0,0.0,0.0,16,Q1
characterization,0.031578947368421054,0.2558139534883721,0.25775571519609125,8,Q1
comparative,0.0009569377990430622,0.023255813953488372,0.02327549382055087,10,Q1
componentOf,0.13110047846889952,0.46511627906976744,0.4832395767220232,4,Q1
creation,0.0,0.0,0.0,16,Q1
derivation,0.06889952153110047,0.5116279069767442,0.5162463164659082,3,Q1
externalDependence,0.0,0.0,0.0,16,Q1
historicalDependence,0.0,0.0,0.0,16,Q1
instantiation,0.0,0.0,0.0,16,Q1
manifestation,0.0,0.0,0.0,16,Q1
material,0.11770334928229666,0.6744186046511628,0.6846126881178085,2,Q1
mediation,0.44593301435406696,0.9069767441860465,1.0106745607688092,1,Q1
memberOf,0.049760765550239235,0.4186046511627907,0.42155188027485724,6,Q1
participation,0.0,0.0,0.0,16,Q1
participational,0.0,0.0,0.0,16,Q1
subCollectionOf,0.013397129186602871,0.11627906976744186,0.11704830257814137,9,Q1
subQuantityOf,0.0,0.0,0.0,16,Q1
termination,0.0,0.0,0.0,16,Q1
triggers,0.0,0.0,0.0,16,Q1
none,0.06507177033492823,0.27906976744186046,0.2865558765661171,7,Q1
other,0.07559808612440191,0.46511627906976744,0.4712199313286507,5,Q1
