Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.00025588536335721597,0.009433962264150943,0.009437431924024907,21,Q3
category,0.07497441146366428,0.6792452830188679,0.6833705560511842,4,Q1
collective,0.012538382804503583,0.2358490566037736,0.23618210885721694,11,Q2
datatype,0.018167860798362332,0.19811320754716982,0.19894450022711524,12,Q3
enumeration,0.012282497441146366,0.0660377358490566,0.06717024861842885,18,Q3
event,0.08853633572159672,0.44339622641509435,0.4521491969938163,6,Q1
historicalRole,0.005885363357215967,0.03773584905660377,0.03819203851418832,19,Q3
historicalRoleMixin,0.0023029682702149436,0.02830188679245283,0.028395430246193364,20,Q3
kind,0.17349027635619244,0.8113207547169812,0.8296627284774699,1,Q1
mixin,0.00511770726714432,0.1509433962264151,0.151030128755943,15,Q3
mode,0.04836233367451382,0.4339622641509434,0.43664878566813653,7,Q1
phase,0.04529170931422723,0.3113207547169811,0.3145980789041077,10,Q1
phaseMixin,0.00511770726714432,0.07547169811320754,0.0756450140046475,16,Q3
quality,0.041453428863868984,0.3490566037735849,0.35150945848230214,9,Q1
quantity,0.0040941658137154556,0.07547169811320754,0.0755826660670377,17,Q3
relator,0.0800921187308086,0.7452830188679245,0.7495742296101681,2,Q1
role,0.1056806550665302,0.6698113207547169,0.6780970478231484,5,Q1
roleMixin,0.059877175025588536,0.41509433962264153,0.4193907329398229,8,Q1
situation,0.018167860798362332,0.1792452830188679,0.18016365518745095,14,Q3
subkind,0.17528147389969292,0.7075471698113207,0.728935245821231,3,Q1
type,0.02302968270214944,0.18867924528301888,0.1900795199013594,13,Q4
