Stereotype,Shannon Entropy,Gini Coefficient,Simpson Index
bringsAbout,3.353533932707837,0.9403453689167975,0.10355029585798817
characterization,5.551897415196244,0.75552344831738,0.027053367095657012
comparative,1.7534343789753097,0.9815354713313897,0.3877551020408163
componentOf,5.232301843570633,0.802905569007264,0.033289284688307955
creation,3.579103629430718,0.9335734293717487,0.09515570934256057
derivation,5.214591731831008,0.8029024943310658,0.03484444444444444
externalDependence,3.956754297738742,0.9175050301810865,0.07796072207895258
historicalDependence,3.4716826415757067,0.9403304178814383,0.10857142857142857
instantiation,3.5800458808801583,0.9361839974084872,0.09700176366843033
manifestation,3.198085442834249,0.9491796718687475,0.14186851211072665
material,5.413900214930881,0.7671824397265203,0.03832902943359834
mediation,6.223591882955285,0.6063282148166048,0.017177631190175208
memberOf,4.778175485577684,0.8520061085658753,0.048521449396084965
participation,4.210605929832963,0.9020642739854563,0.06406064209274674
participational,0.99999999711461,0.9863945578231292,0.5
subCollectionOf,2.6606732233179766,0.9640427599611273,0.17006802721088432
subQuantityOf,0.0,0.0,0.0
termination,0.9182958311690995,0.9886621315192744,0.5555555555555556
triggers,3.0565647491466987,0.9514739229024943,0.12888888888888891
none,6.151761759360461,0.630330180852829,0.01744497323022011
other,4.838915496676618,0.8488841150495285,0.0510803324099723
