Stereotype,Shannon Entropy,Gini Coefficient,Simpson Index
bringsAbout,3.353533932707837,0.915680473372781,0.10355029585798817
characterization,5.376877428557788,0.6900452488687783,0.02945448331838182
comparative,1.4885252891269685,0.9785502958579881,0.4437869822485207
componentOf,4.524518187319293,0.8266796494644596,0.05784329434385515
creation,3.579103629430718,0.9061085972850679,0.09515570934256057
derivation,4.43582849335608,0.8348126232741617,0.060157790927021684
externalDependence,3.9567542977387418,0.8833965330444203,0.07796072207895258
historicalDependence,3.471682641575707,0.9156593406593406,0.10857142857142857
instantiation,3.580045880880158,0.9097985347985348,0.09700176366843033
manifestation,3.198085442834249,0.9281674208144797,0.14186851211072665
material,4.5326452005039375,0.8234839977540708,0.06966274175502157
mediation,5.595409359337891,0.639744974248214,0.025026939529502863
memberOf,3.9491622666037602,0.8804347826086957,0.08223062381852553
participation,4.210605929832964,0.8615716180371353,0.06406064209274673
participational,0.99999999711461,0.9807692307692307,0.5
subCollectionOf,0.863120565681241,0.9848901098901099,0.5918367346938775
subQuantityOf,0.0,0.0,0.0
termination,0.9182958311690995,0.9839743589743589,0.5555555555555556
triggers,3.0565647491466983,0.9314102564102564,0.12888888888888891
