Stereotype,Total,Mean,Median,Mode,Standard Deviation,Variance,Skewness,Kurtosis,Q1,Q3,IQR,Min,Max,Range,Min Non-Zero,Range Non-Zero
bringsAbout,3,0.07894736842105263,0.0,0,0.4866642633922877,0.236842105263158,6.164414002968971,37.99999999999997,0.0,0.0,0.0,0,3,3,3.0,0.0
characterization,176,4.631578947368421,0.0,0,16.41920604564284,269.5903271692744,5.759875283983217,34.47246832432627,0.0,3.0,3.0,0,101,101,1.0,100.0
comparative,15,0.39473684210526316,0.0,0,2.4333213169614387,5.9210526315789505,6.164414002968974,37.999999999999986,0.0,0.0,0.0,0,15,15,15.0,0.0
componentOf,328,8.631578947368421,0.0,0,30.982489433446098,959.9146514935991,4.876289204468242,24.871463684629372,0.0,3.75,3.75,0,176,176,1.0,175.0
creation,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
derivation,119,3.1315789473684212,0.0,0,11.364170943070528,129.1443812233285,4.7880257211902855,24.058818755689284,0.0,0.75,0.75,0,64,64,1.0,63.0
externalDependence,10,0.2631578947368421,0.0,0,1.057386132808118,1.118065433854907,4.793615248778892,24.751950482036147,0.0,0.0,0.0,0,6,6,2.0,4.0
historicalDependence,5,0.13157894736842105,0.0,0,0.8111071056538126,0.6578947368421051,6.164414002968979,38.00000000000006,0.0,0.0,0.0,0,5,5,5.0,0.0
instantiation,2,0.05263157894736842,0.0,0,0.32444284226152514,0.10526315789473688,6.164414002968974,37.999999999999986,0.0,0.0,0.0,0,2,2,2.0,0.0
manifestation,3,0.07894736842105263,0.0,0,0.4866642633922877,0.236842105263158,6.164414002968971,37.99999999999997,0.0,0.0,0.0,0,3,3,3.0,0.0
material,312,8.210526315789474,0.5,0,28.47488973923254,810.8193456614507,4.539435828355547,20.97285248059468,0.0,3.5,3.5,0,154,154,1.0,153.0
mediation,1342,35.31578947368421,2.0,0,169.93450332298667,28877.735419630168,6.017478815939087,36.67771205268966,0.0,7.5,7.5,0,1047,1047,2.0,1045.0
memberOf,134,3.526315789473684,0.0,0,18.593426391568148,345.71550497866286,6.14229555481168,37.81188308115897,0.0,1.0,1.0,0,115,115,1.0,114.0
participation,15,0.39473684210526316,0.0,0,1.8821993128254433,3.542674253200571,5.294267416192757,29.21110926197321,0.0,0.0,0.0,0,11,11,4.0,7.0
participational,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
subCollectionOf,19,0.5,0.0,0,1.955587974069263,3.824324324324324,4.760602095507147,24.066964787388315,0.0,0.0,0.0,0,11,11,1.0,10.0
subQuantityOf,3,0.07894736842105263,0.0,0,0.3587952022464204,0.12873399715504974,4.8504870767961075,24.248038826653648,0.0,0.0,0.0,0,2,2,1.0,1.0
termination,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
triggers,2,0.05263157894736842,0.0,0,0.32444284226152514,0.10526315789473688,6.164414002968974,37.999999999999986,0.0,0.0,0.0,0,2,2,2.0,0.0
