Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
bringsAbout,0.0012057877813504824,0.02631578947368421,0.026343399548974744,13,Q3
characterization,0.0707395498392283,0.39473684210526316,0.4010252590881179,4,Q1
comparative,0.006028938906752411,0.02631578947368421,0.026997571742003422,11,Q4
componentOf,0.13183279742765272,0.42105263157894735,0.4412087998183596,3,Q1
creation,0.0,0.0,0.0,18,Q3
derivation,0.04782958199356913,0.2631578947368421,0.26746915051273934,6,Q1
externalDependence,0.0040192926045016075,0.07894736842105263,0.07904961539217012,8,Q1
historicalDependence,0.0020096463022508037,0.02631578947368421,0.02639241280905213,12,Q3
instantiation,0.0008038585209003215,0.02631578947368421,0.026328064192889165,15,Q3
manifestation,0.0012057877813504824,0.02631578947368421,0.026343399548974744,13,Q3
material,0.12540192926045016,0.5,0.5154858328433896,2,Q1
mediation,0.5393890675241158,0.5526315789473685,0.7722319782386615,1,Q1
memberOf,0.053858520900321546,0.3157894736842105,0.3203493904525511,5,Q1
participation,0.006028938906752411,0.05263157894736842,0.052975760559282464,9,Q1
participational,0.0,0.0,0.0,18,Q3
subCollectionOf,0.007636655948553055,0.10526315789473684,0.10553980729586761,7,Q1
subQuantityOf,0.0012057877813504824,0.05263157894736842,0.052645389415092454,10,Q2
termination,0.0,0.0,0.0,18,Q3
triggers,0.0008038585209003215,0.02631578947368421,0.026328064192889165,15,Q3
