Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.0001165365342034728,0.012048192771084338,0.012048756359600482,44,Q3
category,0.031464864234937655,0.7108433734939759,0.7115394151567566,5,Q1
collective,0.007225265120615313,0.27710843373493976,0.2772026127277567,18,Q2
datatype,0.009089849667870877,0.24096385542168675,0.24113524210838208,19,Q1
enumeration,0.005710290175970167,0.060240963855421686,0.06051100015802088,36,Q3
event,0.03729169094511129,0.4457831325301205,0.4473402189183448,11,Q1
historicalRole,0.002680340286679874,0.04819277108433735,0.04826724985784607,38,Q3
historicalRoleMixin,0.0010488288078312551,0.03614457831325301,0.03615979235713359,40,Q3
kind,0.10255215009905605,0.8795180722891566,0.885476698153697,2,Q1
mixin,0.0018645845472555647,0.1566265060240964,0.15663760424894838,29,Q3
mode,0.028784523948257777,0.4939759036144578,0.4948138459770987,9,Q1
phase,0.022724624169677195,0.3855421686746988,0.386211305336914,14,Q1
phaseMixin,0.0023307306840694556,0.0963855421686747,0.0964137181352894,34,Q3
quality,0.027735695140426522,0.4819277108433735,0.48272516742309685,10,Q1
quantity,0.0012819018762382007,0.08433734939759036,0.08434709109288557,35,Q3
relator,0.03635939867148351,0.7590361445783133,0.759906490726367,3,Q1
role,0.04661461368138912,0.6987951807228916,0.7003482182530373,6,Q1
roleMixin,0.02726954900361263,0.42168674698795183,0.42256755777998545,13,Q1
situation,0.007225265120615313,0.18072289156626506,0.18086726622618915,27,Q3
subkind,0.11257429204055472,0.7469879518072289,0.7554230413308765,4,Q1
type,0.008623703531056987,0.21686746987951808,0.21703886231395345,23,Q4
none_c,0.015732432117468827,0.18072289156626506,0.1814063751812564,26,Q4
other_c,0.004661461368138911,0.10843373493975904,0.10853388454797225,32,Q3
bringsAbout,0.0031464864234937652,0.13253012048192772,0.1325674666415841,31,Q3
characterization,0.04451695606572661,0.6385542168674698,0.6401040909544209,8,Q1
comparative,0.0025638037524764014,0.060240963855421686,0.06029549581777593,37,Q3
componentOf,0.025987647127374433,0.3493975903614458,0.3503627176992461,15,Q1
creation,0.006992192052208367,0.21686746987951808,0.2169801609402082,24,Q3
derivation,0.01165365342034728,0.3493975903614458,0.34959188175417666,16,Q1
externalDependence,0.007807947791632677,0.2289156626506024,0.2290487822615114,22,Q2
historicalDependence,0.004544924833935439,0.18072289156626506,0.18078003174526253,28,Q3
instantiation,0.007807947791632677,0.1927710843373494,0.19292914503857198,25,Q3
manifestation,0.0036126325603076563,0.13253012048192772,0.13257934963247509,30,Q3
material,0.036242862137280035,0.42168674698795183,0.42324137042730453,12,Q1
mediation,0.07283533387717049,0.6746987951807228,0.6786187811130178,7,Q1
memberOf,0.008041020860039622,0.2289156626506024,0.2290568458335965,21,Q1
participation,0.02284116070388067,0.3253012048192771,0.32610211970972186,17,Q1
participational,0.0019811210814590376,0.04819277108433735,0.048233474118362485,39,Q3
subCollectionOf,0.0009322922736277824,0.024096385542168676,0.024114414052186745,43,Q3
subQuantityOf,0.0012819018762382007,0.024096385542168676,0.024130459353628946,42,Q3
termination,0.0005826826710173639,0.03614457831325301,0.036149274688961376,41,Q3
triggers,0.001631511478848619,0.10843373493975904,0.10844600823770109,33,Q3
none_r,0.17527094744202307,0.8795180722891566,0.8968121010002366,1,Q1
other_r,0.01876238200675912,0.2289156626506024,0.22968327667754124,20,Q1
