Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
abstract,1,0.011904761904761904,1,0.011904761904761904,0.00011402508551881414,0.0009532888465204957
category,273,3.25,60,0.7142857142857143,0.03112884834663626,0.057197330791229746
collective,64,0.7619047619047619,24,0.2857142857142857,0.007297605473204105,0.022878932316491896
datatype,79,0.9404761904761905,21,0.25,0.009007981755986317,0.02001906577693041
enumeration,49,0.5833333333333334,5,0.05952380952380952,0.005587229190421893,0.004766444232602479
event,338,4.023809523809524,38,0.4523809523809524,0.03854047890535918,0.03622497616777884
historicalRole,0,0.0,0,0.0,0.0,0.0
historicalRoleMixin,0,0.0,0,0.0,0.0,0.0
kind,882,10.5,74,0.8809523809523809,0.10057012542759407,0.07054337464251668
mixin,16,0.19047619047619047,13,0.15476190476190477,0.0018244013683010262,0.012392755004766444
mode,249,2.9642857142857144,42,0.5,0.02839224629418472,0.04003813155386082
phase,202,2.4047619047619047,33,0.39285714285714285,0.023033067274800458,0.03145853193517636
phaseMixin,0,0.0,0,0.0,0.0,0.0
quality,238,2.8333333333333335,40,0.47619047619047616,0.027137970353477765,0.03813155386081983
quantity,11,0.13095238095238096,7,0.08333333333333333,0.0012542759407069555,0.00667302192564347
relator,313,3.7261904761904763,64,0.7619047619047619,0.03568985176738883,0.061010486177311724
role,418,4.976190476190476,59,0.7023809523809523,0.04766248574686431,0.05624404194470925
roleMixin,0,0.0,0,0.0,0.0,0.0
situation,62,0.7380952380952381,15,0.17857142857142858,0.007069555302166477,0.014299332697807437
subkind,974,11.595238095238095,64,0.7619047619047619,0.11106043329532497,0.061010486177311724
type,80,0.9523809523809523,19,0.2261904761904762,0.009122006841505131,0.01811248808388942
none_c,135,1.6071428571428572,15,0.17857142857142858,0.01539338654503991,0.014299332697807437
other_c,338,4.023809523809524,44,0.5238095238095238,0.03854047890535918,0.04194470924690181
bringsAbout,0,0.0,0,0.0,0.0,0.0
characterization,386,4.595238095238095,54,0.6428571428571429,0.04401368301026226,0.05147759771210677
comparative,22,0.2619047619047619,5,0.05952380952380952,0.002508551881413911,0.004766444232602479
componentOf,0,0.0,0,0.0,0.0,0.0
creation,75,0.8928571428571429,19,0.2261904761904762,0.00855188141391106,0.01811248808388942
derivation,100,1.1904761904761905,29,0.34523809523809523,0.011402508551881414,0.027645376549094377
externalDependence,0,0.0,0,0.0,0.0,0.0
formal,64,0.7619047619047619,12,0.14285714285714285,0.007297605473204105,0.011439466158245948
historicalDependence,0,0.0,0,0.0,0.0,0.0
instantiation,70,0.8333333333333334,17,0.20238095238095238,0.00798175598631699,0.016205910390848427
manifestation,37,0.44047619047619047,12,0.14285714285714285,0.004218928164196123,0.011439466158245948
material,311,3.7023809523809526,35,0.4166666666666667,0.0354618015963512,0.03336510962821735
mediation,630,7.5,57,0.6785714285714286,0.07183580387685291,0.05433746425166826
memberOf,0,0.0,0,0.0,0.0,0.0
participation,199,2.369047619047619,28,0.3333333333333333,0.022690992018244014,0.02669208770257388
participational,17,0.20238095238095238,4,0.047619047619047616,0.0019384264538198405,0.0038131553860819827
subCollectionOf,0,0.0,0,0.0,0.0,0.0
subQuantityOf,0,0.0,0,0.0,0.0,0.0
termination,20,0.23809523809523808,4,0.047619047619047616,0.002280501710376283,0.0038131553860819827
triggers,14,0.16666666666666666,9,0.10714285714285714,0.0015963511972633979,0.008579599618684462
none_r,1547,18.416666666666668,74,0.8809523809523809,0.17639680729760548,0.07054337464251668
other_r,556,6.619047619047619,52,0.6190476190476191,0.06339794754846066,0.04957102001906578
