Percentage,Top k Stereotypes (Occurrence-wise),Coverage (Occurrence-wise),Top k Stereotypes (Group-wise),Coverage (Group-wise)
10.0,1,0.2611464968152866,1,0.17073170731707318
20.0,3,0.5969889982628837,3,0.43089430894308944
30.0,5,0.7556456282570932,5,0.5962059620596206
40.0,7,0.8390272148233932,7,0.7154471544715447
50.0,9,0.9021424435437174,9,0.8102981029810298
60.0,11,0.9420961204400695,11,0.8861788617886179
70.0,13,0.9768384481760278,13,0.948509485094851
80.0,15,0.9930515344528084,15,0.983739837398374
90.0,17,0.9988419224088014,17,0.994579945799458
100.0,19,1.0,19,1.0
